Title,Year,Duration,MPA,IMBD_Rating,Votes,méta_score,description,Movie Link,writers,director,stars,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,genres,Languages
119. Ace High,1968,2h 2m,PG-13,6.5,5K,,A Greek bandit forms an unlikely alliance with two bounty hunters and an acrobat to take his revenge on the people who framed him.,https://www.imdb.com/title/tt0064860/?ref_=sr_i_119,"['Terence Hill', 'Bud Spencer', 'Eli Wallach']",Giuseppe Colizzi,"['Terence Hill', 'Bud Spencer', 'Eli Wallach', 'Brock Peters', 'Kevin McCarthy', 'Livio Lorenzon', 'Steffen Zacharias', 'Tiffany Hoyveld', 'Armando Bandini', 'Remo Capitani']",,,,,"September 3, 1969",['Italy'],"Almería, Andalucía, Spain","['Cronocinematografica S.p.a.', 'San Marco']",,"['Spaghetti Western', 'Comedy', 'Western']","['Italian', 'Spanish', 'French']"
120. Here We Go Round the Mulberry Bush,1968,1h 36m,Not Rated,6.2,840,,"A high-school dropout, obsessed with sex, is determined to lose his virginity.",https://www.imdb.com/title/tt0063063/?ref_=sr_i_120,"['Hunter Davies', 'Larry Kramer']",Clive Donner,"['Barry Evans', 'Judy Geeson', 'Angela Scoular', 'Sheila White', 'Adrienne Posta', 'Vanessa Howard', 'Diane Keen', 'Moyra Fraser', 'Michael Bates', 'Maxine Audley']",,,,,"March 4, 1968",['United Kingdom'],"Stevenage, Hertfordshire, England, UK",['Giant Film Production'],,['Comedy'],['English']
121. The Sweet Ride,1968,1h 50m,R,5.5,363,,"At a Malibu rented house, a tennis hustler, a surfer and a musician enjoy a Bohemian lifestyle, fall in-love with an unexpected female visitor and fight off a motorcycle punk gang.",https://www.imdb.com/title/tt0063662/?ref_=sr_i_121,"['Anthony Franciosa', 'Michael Sarrazin', 'Jacqueline Bisset']",Harvey Hart,"['Anthony Franciosa', 'Michael Sarrazin', 'Jacqueline Bisset', 'Bob Denver', 'Michael Wilding', 'Michele Carey', 'Lara Lindsay', 'Norma Crane', 'Percy Rodrigues', 'Warren Stevens']","$1,935,000 (estimated)",,,,"June 14, 1968",['United States'],"Scandia restaurant - 9040 Sunset Boulevard, West Hollywood, California, USA",['Euterpe'],2 nominations total,['Drama'],['English']
122. The Fixer,1968,2h 12m,PG-13,6.7,1.5K,,"In Czarist Russia, around 1911, a Russian-Jewish handyman, Yakov Bok (Sir Alan Bates), is wrongly imprisoned for a most unlikely crime.",https://www.imdb.com/title/tt0062977/?ref_=sr_i_122,"['Alan Bates', 'Dirk Bogarde', 'Georgia Brown']",John Frankenheimer,"['Alan Bates', 'Dirk Bogarde', 'Georgia Brown', 'Hugh Griffith', 'Elizabeth Hartman', 'Ian Holm', 'David Opatoshu', 'David Warner', 'Carol White', 'George Murcell']",,,,,"September 20, 1969",['United Kingdom'],Hungary,"['John Frankenheimer Productions Inc.', 'Edward Lewis Productions']",8 nominations total,"['Period Drama', 'Drama']",['English']
123. The Seduction of Inga,1968,1h 25m,R,4.7,342,,"The Seduction of Inga is Joseph Sarno's sizzling and controversial sequel to his 1967 erotic masterpiece, Inga, starring the young, voluptuous Swedish sensation Marie Liljedahl in her steamiest role ever.",https://www.imdb.com/title/tt0067508/?ref_=sr_i_123,"['Marie Liljedahl', 'Tommy Blom', 'Lennart Lindberg']",Joseph W. Sarno,"['Marie Liljedahl', 'Tommy Blom', 'Lennart Lindberg', 'Inger Sundh', 'Harriet Eires', 'Lissi Alandh', 'Lennart Norbäck', 'Lasse Svensson', 'Göran Lagerberg', 'Maria Wersäll']",,,,,"November 27, 1971","['Sweden', 'United States']","Södermalm, Stockholm, Stockholms län, Sweden","['Ejve-Film', 'Filmmakarna', 'Unicorn Enterprises']",,"['Drama', 'Romance']","['Swedish', 'English']"
124. Finian's Rainbow,1968,2h 21m,G,6.1,4.3K,59.0,"An Irish immigrant and his daughter move into a town in the American South with a magical piece of gold that will change people's lives, including a struggling farmer and African American citizens threatened by a bigoted politician.",https://www.imdb.com/title/tt0062974/?ref_=sr_i_124,"['E.Y. Harburg', 'Fred Saidy']",Francis Ford Coppola,"['Fred Astaire', 'Petula Clark', 'Tommy Steele', 'Don Francks', 'Keenan Wynn', 'Barbara Hancock', 'Al Freeman Jr.', 'Ronald Colby', 'Dolph Sweet', 'Wright King']","$3,500,000 (estimated)",,,,"October 9, 1968",['United States'],"Sierra Railroad, Jamestown, California, USA",['Warner Bros./Seven Arts'],1 win & 9 nominations total,"['Classic Musical', 'Family', 'Fantasy', 'Musical']","['English', 'French']"
125. The Astro-Zombies,1968,1h 32m,,3.1,2.9K,,"The Plan - to build a super human. How? By murdering innocent, convenient victims, and using various bits of them. The result? Creatures on the rampage.",https://www.imdb.com/title/tt0064048/?ref_=sr_i_125,"['Wendell Corey', 'John Carradine', 'Tom Pace']",Ted V. Mikels,"['Wendell Corey', 'John Carradine', 'Tom Pace', 'Joan Patrick', 'Tura Satana', 'Rafael Campos', 'Joseph Hoover', 'Victor Izay', 'William Bagdad', 'Vincent Barbi']","$37,000 (estimated)",,,,"May 19, 1968",['United States'],"Griffith Park - 4730 Crystal Springs Drive, Los Angeles, California, USA",['Ram Ltd.'],,"['Horror', 'Sci-Fi']",['English']
126. The Wicked Dreams of Paula Schultz,1968,1h 53m,Unrated,4.5,319,,A beautiful East German Olympic hopeful pole-vaults over the Berlin Wall to freedom.,https://www.imdb.com/title/tt0063805/?ref_=sr_i_126,"['Burt Styler', 'Albert E. Lewin', 'Nat Perrin']",George Marshall,"['Elke Sommer', 'Bob Crane', 'Werner Klemperer', 'Joey Forman', 'John Banner', 'Leon Askin', 'Maureen Arthur', 'Robert Carricart', 'Theodore Marcuse', 'Larry D. Mann']",,,,,"October 14, 1968",['United States'],"Samuel Goldwyn Studios - 7200 Santa Monica Boulevard, West Hollywood, California, USA",['Edward Small Productions'],,['Comedy'],['English']
127. Where Angels Go Trouble Follows!,1968,1h 33m,G,6.3,1.9K,,An old-line Mother Superior is challenged by a modern young nun when they take the girls of St. Francis Academy on a bus trip across the United States.,https://www.imdb.com/title/tt0063800/?ref_=sr_i_127,"['Rosalind Russell', 'Stella Stevens', 'Binnie Barnes']",James Neilson,"['Rosalind Russell', 'Stella Stevens', 'Binnie Barnes', 'Mary Wickes', 'Dolores Sutton', 'Milton Berle', 'Arthur Godfrey', 'Van Johnson', 'Robert Taylor', 'Susan Saint James']",,,,,"December 27, 1968",['United States'],"Dorney Amusement Park - 3830 Dorney Park Road, Allentown, Pennsylvania, USA","['Columbia Pictures', 'William Frye Productions']",,"['Road Trip', 'Comedy']",['English']
128. Wild in the Streets,1968,1h 37m,R,5.9,2.3K,,A young man gains significant political influence as the leader of a counterculture rock band with his rallying cry of voting rights for teenagers.,https://www.imdb.com/title/tt0063808/?ref_=sr_i_128,"['Christopher Jones', 'Shelley Winters', 'Diane Varsi']",Barry Shear,"['Christopher Jones', 'Shelley Winters', 'Diane Varsi', 'Hal Holbrook', 'Millie Perkins', 'Richard Pryor', 'Bert Freed', 'Kevin Coughlin', 'Larry Bishop', 'May Ishihara']","$1,000,000 (estimated)",,,,"May 29, 1968",['United States'],"Sunset Strip, West Hollywood, California, USA",['American International Pictures (AIP)'],1 win & 3 nominations total,"['Comedy', 'Drama', 'Music']",['English']
129. All the Sins of Sodom,1968,1h 28m,Not Rated,5.7,386,,"Photographer Henning works on erotic images with model. Progress disrupted when mysterious woman seduces one of his models, creating tension and complications in Henning's professional endeavors.",https://www.imdb.com/title/tt0061345/?ref_=sr_i_129,"['Sue Akers', 'Morris Kaplan', 'Maria Lease']",Joseph W. Sarno,"['Sue Akers', 'Morris Kaplan', 'Maria Lease', 'Dan Machuen', 'Marianne Prevost', 'Peggy Steffans', 'Cherie Winters']",,,,,"June 17, 1968",['United States'],"Duffy Square, 46th Street and Broadway, Manhattan, New York City, New York, USA",,,['Drama'],['English']
"130. The One and Only, Genuine, Original Family Band",1968,1h 50m,G,6.3,1.1K,,The eleven members of the Bower family move to Dakota Territory.,https://www.imdb.com/title/tt0063389/?ref_=sr_i_130,"['Lowell S. Hawley', 'Laura Bower Van Nuys']",Michael O'Herlihy,"['Walter Brennan', 'Buddy Ebsen', 'Lesley Ann Warren', 'John Davidson', 'Janet Blair', 'Kurt Russell', 'Bobby Riha', 'Jon Walmsley', 'Smith Wordes', 'Heidi Rook']","$4,000,000 (estimated)",,,,"April 25, 1969",['United States'],"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA",['Walt Disney Productions'],,"['Comedy', 'Drama', 'Family', 'Musical', 'Western']",['English']
131. The Night They Raided Minsky's,1968,1h 39m,PG-13,6.0,1.9K,67.0,"A naive young Amish woman runs away from her home in Pennsylvania to New York City, where she hopes to act in religious stage plays but ends up performing in Burlesque theatre.",https://www.imdb.com/title/tt0063348/?ref_=sr_i_131,"['Arnold Schulman', 'Sidney Michaels', 'Norman Lear']",William Friedkin,"['Jason Robards', 'Britt Ekland', 'Norman Wisdom', 'Forrest Tucker', 'Harry Andrews', 'Joseph Wiseman', 'Denholm Elliott', 'Elliott Gould', 'Jack Burns', 'Bert Lahr']","$3,000,000 (estimated)",,,,"May 9, 1969",['United States'],"Myrtle Avenue Elevated Subway, Brooklyn, New York City, New York, USA",['Tandem Productions'],,['Comedy'],['English']
132. Mafia,1968,1h 48m,M,7.0,2.1K,,"The new chief of the Carabinieri in a small Sicilian town must fight corrupt officials, the frightened silence of witnesses and the local Mafia boss to solve a murder.",https://www.imdb.com/title/tt0063010/?ref_=sr_i_132,"['Ugo Pirro', 'Damiano Damiani', 'Leonardo Sciascia']",Damiano Damiani,"['Claudia Cardinale', 'Franco Nero', 'Lee J. Cobb', 'Tano Cimarosa', 'Nehemiah Persoff', 'Ennio Balbo', ""Ugo D'Alessio"", 'Fred Coplan', 'Giovanni Pallavicino', 'Giuseppe Lauricella']",,,,,1970,"['Italy', 'France']","Studio Incir - De Paolis, Rome, Lazio, Italy","[""Panda Societa per L'Industria Cinematografica"", 'Les Films Corona', 'Corona Cinematografica']",5 wins & 3 nominations total,"['Crime', 'Drama', 'Mystery', 'Thriller']",['Italian']
133. The Split,1968,1h 31m,R,6.0,1.5K,58.0,"Thieves fall out when over a half million dollars goes missing after the daring and carefully planned robbery of the Los Angeles Coliseum during a football game, each one accusing the other of having the money.",https://www.imdb.com/title/tt0063636/?ref_=sr_i_133,"['Jim Brown', 'Diahann Carroll', 'Ernest Borgnine']",Gordon Flemyng,"['Jim Brown', 'Diahann Carroll', 'Ernest Borgnine', 'Julie Harris', 'Gene Hackman', 'Jack Klugman', 'Warren Oates', 'James Whitmore', 'Donald Sutherland', 'Joyce Jameson']",,,,,"November 4, 1968",['United States'],"Los Angeles Memorial Coliseum - 3911 S. Figueroa Street, Exposition Park, Los Angeles, California, USA","['Metro-Goldwyn-Mayer (MGM)', 'Spectrum']",,"['Caper', 'Action', 'Crime', 'Drama', 'Thriller']",['English']
134. Vechir na Ivana Kupala,1968,1h 11m,,7.3,498,,"Piotr is a humble farm laborer living in a poor village. He wants to marry the beautiful Pidorka, but her father doesn't want to. Fortunately, the mischievous demon Bassaruv, who is at large in the country, offers him a deal.",https://www.imdb.com/title/tt0144187/?ref_=sr_i_134,"['Boris Khmelnitskiy', 'Larisa Kadochnikova', 'Yefim Fridman']",Yuri Ilyenko,"['Boris Khmelnitskiy', 'Larisa Kadochnikova', 'Yefim Fridman', 'Dmitri Franko', 'Borislav Brondukov', 'Mykhailo Illienko', 'Dzhemma Firsova', 'Viktor Panchenko', 'Konstantin Ershov', 'David Yanover']",,,,,"September 14, 1968",['Soviet Union'],,['Dovzhenko Film Studios'],,"['Drama', 'Fantasy', 'Mystery']",['Ukrainian']
"135. Stay Away, Joe",1968,1h 42m,PG,4.5,1.6K,,A mixed-race American Indian rodeo champ returns to the reservation to help his people out.,https://www.imdb.com/title/tt0063643/?ref_=sr_i_135,"['Elvis Presley', 'Burgess Meredith', 'Joan Blondell']",Peter Tewksbury,"['Elvis Presley', 'Burgess Meredith', 'Joan Blondell', 'Katy Jurado', 'Thomas Gomez', 'Henry Jones', 'L.Q. Jones', 'Quentin Dean', 'Anne Seymour', 'Douglas Henderson']",,,,,"March 8, 1968",['United States'],"Merry-Go-Round Rock, Schnebly Hill Road, Sedona, Arizona, USA",['Metro-Goldwyn-Mayer (MGM)'],,"['Contemporary Western', 'Jukebox Musical', 'Rock Musical', 'Comedy', 'Musical', 'Romance', 'Western']","['English', 'Spanish']"
136. Nude Django,1968,1h 13m,Unrated,3.5,270,,A schoolteacher arrives in town with the map to a gold mine. The lesbian dance-hall owner schemes to steal the map.,https://www.imdb.com/title/tt0131985/?ref_=sr_i_136,"['Steve Stunning', 'Cara Peters', 'Steve Vincent']",Byron Mabe,"['Steve Stunning', 'Cara Peters', 'Steve Vincent', 'Darlene Darling', 'Vic Sav', 'Dan Martin', 'Red Rivers', 'Marsha Jordan', 'Samantha Scott', 'Linda Cochran']",,,,,"December 10, 1970","['United States', 'West Germany']","Los Angeles County, California, USA",['Urania-Filmproduktion'],,"['Comedy', 'Western']",['English']
137. Guns for San Sebastian,1968,1h 51m,G,6.6,2.5K,,"In 1743, outlaw Leon Alastray is hunted by the Spanish army but is given sanctuary by a priest in a village terrorized by marauding Yaqui Indians.",https://www.imdb.com/title/tt0062713/?ref_=sr_i_137,"['William Barby Faherty', 'Serge Gance', 'Miguel Morayta']",Henri Verneuil,"['Anthony Quinn', 'Anjanette Comer', 'Charles Bronson', 'Sam Jaffe', 'Silvia Pinal', 'Jorge Martínez de Hoyos', 'Jaime Fernández', 'Rosa Furman', 'Leon Askin', 'José Chávez']",,,,,"May 2, 1968","['France', 'Italy', 'Mexico', 'United States']","Sierra de Organos, Sombrerete, Zacatecas, Mexico","['Compagnie Internationale de Productions Cinématographiques (CIPRA)', 'Metro-Goldwyn-Mayer (MGM)', 'Producciones Enríquez S.A.']",,"['Spaghetti Western', 'Action', 'Adventure', 'Drama', 'Western']",['English']
138. Pretty Poison,1968,1h 29m,R,7.0,4.3K,,"When a mentally-disturbed young man tells a pretty girl that he's a secret agent, she believes him; murder and mayhem ensue.",https://www.imdb.com/title/tt0063456/?ref_=sr_i_138,"['Anthony Perkins', 'Tuesday Weld', 'Beverly Garland']",Noel Black,"['Anthony Perkins', 'Tuesday Weld', 'Beverly Garland', 'John Randolph', ""Dick O'Neill"", 'Clarice Blackburn', 'Joseph Bova', 'Ken Kercheval', 'Don Fellows', ""George Ryan's Winslow High-Steppers""]","$1,800,000 (estimated)",,$166,,"September 18, 1968",['United States'],"Great Barrington, Massachusetts, USA","['Twentieth Century Fox', 'Lawrence Turman', 'Mollino Productions']",1 win & 1 nomination total,"['Dark Comedy', 'Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']","['English', 'Russian', 'Spanish']"
139. Even the Wind Is Afraid,1968,1h 28m,TV-14,7.2,2.2K,,Girls that were punished to sat at a boarding school during Spring Break have no idea the school is haunted by the restless spirit of a former student seeking revenge.,https://www.imdb.com/title/tt0061752/?ref_=sr_i_139,"['Marga López', 'Maricruz Olivier', 'Alicia Bonet']",Carlos Enrique Taboada,"['Marga López', 'Maricruz Olivier', 'Alicia Bonet', 'Norma Lazareno', 'Renata Seydel', 'Elizabeth Dupeyrón', 'Rita Sabre Marroquín', 'Irma Castillón', 'Rafael Llamas', 'Sadi Dupeyrón']",,,,,"May 30, 1968",['Mexico'],"Mexico City, Distrito Federal, Mexico","['CEA Studios', 'Tauro Films']",,"['Drama', 'Horror', 'Mystery', 'Thriller']",['Spanish']
"140. 2 - I, a Woman, Part II",1968,1h 28m,,4.1,147,,"Newly married to a sexually perverted antique dealer, Siv submits herself to endless degradation before discovering that her husband harbors a diabolical secret.",https://www.imdb.com/title/tt0063147/?ref_=sr_i_140,"['Gio Petré', 'Lars Lunøe', 'Hjördis Petterson']",Mac Ahlberg,"['Gio Petré', 'Lars Lunøe', 'Hjördis Petterson', 'Bertel Lauring', 'Klaus Pagh', 'Karl Stegger', 'Kate Mundt', 'Carl Ottosen', 'Bjørn Puggaard-Müller', 'Sigrid Horne-Rasmussen']",,,,,"March 22, 1968","['Denmark', 'Sweden']",,"['Minerva Film AB', 'Novaris Film']",,['Drama'],['Danish']
141. Up the Junction,1968,1h 59m,R,6.9,1K,,"Addresses some of the major 60s social issues - a bored rich London-girl from Chelsea decides to go ""slumming"" in depressed Battersea, getting a flat and starts factory-work and makes friends... of which one has to get an illegal abortion.",https://www.imdb.com/title/tt0062426/?ref_=sr_i_141,"['Suzy Kendall', 'Dennis Waterman', 'Maureen Lipman']",Peter Collinson,"['Suzy Kendall', 'Dennis Waterman', 'Maureen Lipman', 'Adrienne Posta', 'Liz Fraser', 'Linda Cole', 'Doreen Herrington', 'Jessie Robins', 'Barbara Archer', 'Ruby Head']",,,,,"March 13, 1968",['United Kingdom'],"Beach Hotel, Marine Parade, Worthing, West Sussex, England, UK","['BHE Films', 'Crasto']",1 nomination total,['Drama'],['English']
142. No Tears for the Damned,1968,1h 25m,Not Rated,5.3,169,,"A man driven insane by his adulterous wife and domineering mother terrorizes the city of Las Vegas, brutally murdering sex workers and showgirls. This very low budget film, marketed for drive-in and ""grindhouse"" exhibition, was presumed lost until its rediscovery and re-release by Vinegar Syndrome.",https://www.imdb.com/title/tt0202451/?ref_=sr_i_142,"['Robert Dix', 'June Drake', 'Gillian Simpson']",William Collins,"['Robert Dix', 'June Drake', 'Gillian Simpson', 'Cay Conway', 'Perry Dell', ""John 'Bud' Cardos"", 'Richard Jeffries', 'Jackie De Witt', 'Ewing Miles Brown', 'Kay Crooks']",,,,,"June 13, 1968",['United States'],"Ash Meadows Sky Ranch, Pahrump Nevada, USA",['Bonanza Film Productions'],,"['Drama', 'Horror', 'Thriller']",['English']
143. Jet Generation,1968,1h 38m,,4.9,135,,"In the ""Swinging Munich"" of the late 1960s: The young millionaire daughter Carroll Buchheim, an American, flew from the United States to Germany to visit her brother, who lives here.",https://www.imdb.com/title/tt0061839/?ref_=sr_i_143,"['Dginn Moeller', 'Roger Fritz', 'Jürgen Draeger']",Eckhart Schmidt,"['Dginn Moeller', 'Roger Fritz', 'Jürgen Draeger', 'Isi ter Jung', 'Yella Bleyler', 'Uta Levka', 'Hella Moeckl', 'Werner Schwier', 'David Haug', 'Lukas Ammann']",,,,,"January 25, 1968",['West Germany'],"Hofbräuhaus, München, Germany",['Roger Fritz Filmproduktion'],,"['Drama', 'Romance']",['German']
144. The Snow Woman,1968,1h 20m,,7.3,791,,The lives of a master sculptor and his young apprentice are changed forever when they meet an evil witch during a snow storm.,https://www.imdb.com/title/tt0063171/?ref_=sr_i_144,"['Shiho Fujimura', 'Akira Ishihama', 'Machiko Hasegawa']",Tokuzô Tanaka,"['Shiho Fujimura', 'Akira Ishihama', 'Machiko Hasegawa', 'Taketoshi Naitô', 'Mizuho Suzuki', 'Fujio Suga', 'Yoshirô Kitahara', 'Sachiko Murase', 'Masao Shimizu', 'Izumi Hara']",,,,,"April 20, 1968",['Japan'],,"['Daiei Studios', 'Daiei']",,"['Witch Horror', 'Horror', 'Romance']",['Japanese']
"145. Run, Man, Run",1968,1h 41m,Not Rated,6.8,2.1K,,"A knife-wielding Mexican ne'er-do-well is tasked by a scholar with locating $3 million in revolutionary gold, and finds himself working and competing with various parties for it.",https://www.imdb.com/title/tt0062825/?ref_=sr_i_145,"['Sergio Sollima', 'Pompeo De Angelis']",Sergio Sollima,"['Tomas Milian', ""Donald O'Brien"", 'Linda Veras', 'Marco Guglielmi', 'José Torres', 'Luciano Rossi', 'Nello Pazzafini', 'Gianni Rizzo', 'Dante Maggio', 'Umberto Di Grazia']",,,,,"August 29, 1968","['Italy', 'France']","Desierto de Tabernas, Almería, Andalucía, Spain","['Mancori', 'Chretien']",,"['Spaghetti Western', 'Adventure', 'Comedy', 'Western']","['Italian', 'Spanish']"
146. Salt and Pepper,1968,1h 42m,Approved,5.1,825,,"After discovering the body of a murdered female agent in their trendy Soho, London nightclub, groovy owners Charles Salt and Christopher Pepper partake in a fumbling investigation and uncover an evil plot to overthrow the government. Can our cool, yet inept duo stop the bad guys in time?",https://www.imdb.com/title/tt0063534/?ref_=sr_i_146,"['Sammy Davis Jr.', 'Peter Lawford', 'Michael Bates']",Richard Donner,"['Sammy Davis Jr.', 'Peter Lawford', 'Michael Bates', 'Ilona Rodgers', 'John Le Mesurier', 'Graham Stark', 'Ernest Clark', 'Jeanne Roland', 'Robert Dorning', 'Robertson Hare']",,,,,"July 3, 1968",['United States'],"Elvetham Hall, Hartley Wintney, Hampshire, England, UK","['Chrislaw Productions', 'Trace-Mark Productions']",,"['Buddy Comedy', 'Comedy', 'Crime', 'Thriller']",['English']
147. The Biggest Bundle of Them All,1968,1h 45m,Approved,5.2,864,,"Harry Price, Juliana and some incompetent European gangsters kidnap an American gangster who they think has a lot of money.",https://www.imdb.com/title/tt0062731/?ref_=sr_i_147,"['Vittorio De Sica', 'Raquel Welch', 'Robert Wagner']",Ken Annakin,"['Vittorio De Sica', 'Raquel Welch', 'Robert Wagner', 'Godfrey Cambridge', 'Davy Kaye', 'Francesco Mulè', 'Edward G. Robinson', 'Victor Spinetti', 'Yvonne Sanson', 'Mickey Knox']","$2,000,000 (estimated)",,,,"July 12, 1968",['United States'],"Cinecittà Studios, Cinecittà, Rome, Lazio, Italy",['Metro-Goldwyn-Mayer (MGM)'],,"['Caper', 'Comedy', 'Crime']","['English', 'Italian']"
148. No Way to Treat a Lady,1968,1h 48m,Approved,7.0,2.7K,,A crafty serial killer plays a game of cat-and-mouse with a harried police detective trying to track him down.,https://www.imdb.com/title/tt0063356/?ref_=sr_i_148,"['Rod Steiger', 'Lee Remick', 'George Segal']",Jack Smight,"['Rod Steiger', 'Lee Remick', 'George Segal', 'Eileen Heckart', 'Murray Hamilton', 'Michael Dunn', 'Martine Bartlett', 'Barbara Baxley', 'Irene Dailey', 'Doris Roberts']",,,,,"March 20, 1968",['United States'],"Lincoln Center for the Performing Arts - Columbus Avenue & 61st Street, Manhattan, New York City, New York, USA",['Sol C. Siegel Productions'],1 win & 1 nomination total,"['Dark Comedy', 'Psychological Thriller', 'Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']",['English']
149. The Girl on a Motorcycle,1968,1h 31m,R,5.3,2.7K,,A married woman leaves her husband and zooms off on her motorcycle to see her lover.,https://www.imdb.com/title/tt0063013/?ref_=sr_i_149,"['André Pieyre de Mandiargues', 'Ronald Duncan', 'Jack Cardiff']",Jack Cardiff,"['Marianne Faithfull', 'Alain Delon', 'Roger Mutton', 'Marius Goring', 'Catherine Jourdan', 'Jean Leduc', 'Jacques Marin', 'André Maranne', 'Bari Jonson', 'Arnold Diamond']",,,,,"June 21, 1968","['United Kingdom', 'France']","Heidelberg, Baden-Württemberg, Germany","['Arès Productions', 'Mid-Atlantic Film (Holdings)', 'British Lion Film Corporation']",,"['Drama', 'Romance']",['English']
150. Psych-Out,1968,1h 41m,Not Rated,5.9,3.1K,,A deaf runaway is taken in by a psychedelic band while searching for her missing brother in San Francisco's Haight-Ashbury hippie district.,https://www.imdb.com/title/tt0063469/?ref_=sr_i_150,"['E. Hunter Willett', 'Betty Ulius', 'Betty Tusher']",Richard Rush,"['Susan Strasberg', 'Dean Stockwell', 'Jack Nicholson', 'Bruce Dern', 'Adam Roarke', 'Max Julien', 'Henry Jaglom', 'Linda Gaye Scott', 'Mireille Machu', 'Tommy Flanders']","$200,000 (estimated)",,,,"March 6, 1968",['United States'],"Los Angeles, California, USA",['Dick Clark Productions'],,['Drama'],['English']
151. Bora Bora,1968,1h 30m,R,4.8,202,,A Frenchman finds his runaway wife on an island in the Pacific.,https://www.imdb.com/title/tt0062753/?ref_=sr_i_151,['Ugo Liberatore'],Ugo Liberatore,"['Haydée Politoff', 'Corrado Pani', 'Doris Kunstmann', 'Giovanni Ivan Scratuglia', 'Rosine Copie', 'Antoine Coco Puputauki']",,,,"$67,600",November 1970,"['Italy', 'France']","Bora Bora, Leeward Islands, French Polynesia","['Finarco', 'Franco London Films', 'Rewind Film']",,"['Adventure', 'Drama', 'Musical']","['Italian', 'Latin']"
152. Fando and Lis,1968,1h 33m,Not Rated,6.7,6.5K,,Fando and his partially-paralyzed lover Lis search for the mythical city of Tar. Based on Jodorowsky's memories of a play by surrealist Fernando Arrabal.,https://www.imdb.com/title/tt0061643/?ref_=sr_i_152,"['Fernando Arrabal', 'Alejandro Jodorowsky']",Alejandro Jodorowsky,"['Tamara Garina', 'Sergio Kleiner', 'Diana Mariscal', 'María Teresa Rivas', 'Juan José Arreola', 'Rene Rebetez', 'Amparo Villegas', 'Miguel Álvarez Acosta', 'Raul Romero', 'Julio Castillo']","$100,000 (estimated)",,"$1,897",,"June 8, 1972",['Mexico'],Mexico,['Producciones Panicas'],,"['Adventure', 'Fantasy']",['Spanish']
153. The Shakiest Gun in the West,1968,1h 41m,Approved,6.3,3.1K,,"A pardoned stagecoach robber, becomes government agent and marries a naive unsuspecting east-coast dentist in order to join a wagon train and catch the smugglers who have been selling guns to the Indians.",https://www.imdb.com/title/tt0063591/?ref_=sr_i_153,"['James Fritzell', 'Everett Greenbaum', 'Edmund L. Hartmann']",Alan Rafkin,"['Don Knotts', 'Barbara Rhoades', 'Jackie Coogan', ""Don 'Red' Barry"", 'Ruth McDevitt', 'Frank McGrath', 'Terry Wilson', 'Carl Ballantine', 'Pat Morita', 'Robert Yuro']",,,,,"July 10, 1968",['United States'],"Mexican Street, Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",['Universal Pictures'],,"['Parody', 'Comedy', 'Western']",['English']
"154. Don't Raise the Bridge, Lower the River",1968,1h 39m,G,4.7,724,,An American plans to bilk the British out of some considerable money with the help of an English con artist.,https://www.imdb.com/title/tt0061591/?ref_=sr_i_154,['Max Wilk'],Jerry Paris,"['Jerry Lewis', 'Terry-Thomas', 'Jacqueline Pearce', 'Bernard Cribbins', 'Patricia Routledge', 'Nicholas Parsons', 'Michael Bates', 'Colin Gordon', 'John Bluthal', 'Sandra Caron']",,,,,"July 12, 1968",['United Kingdom'],"Piccadilly Circus, Piccadilly, London, England, UK",['Walter Shenson Productions'],,['Comedy'],['English']
155. If You Meet Sartana Pray for Your Death,1968,1h 35m,Not Rated,6.3,2K,,A gadget-laden gunfighter and gambler interferes with the complex schemes of gangsters and dignitaries hoping to steal a bank's gold and obtain the insurance payout for its theft.,https://www.imdb.com/title/tt0063568/?ref_=sr_i_155,"['Luigi De Santis', 'Fabio Piccioni', 'Adolfo Cagnacci']",Gianfranco Parolini,"['Gianni Garko', 'William Berger', 'Sydney Chaplin', 'Gianni Rizzo', 'Fernando Sancho', 'Klaus Kinski', 'Andrea Scotti', 'Carlo Tamberlani', 'Franco Pesce', 'Heidi Fischer']","ITL137,000,000 (estimated)",,,,"August 14, 1968","['Italy', 'West Germany']","Manziana, Rome, Lazio, Italy","['Paris Etolie Films', 'Parnass Film']",1 nomination total,"['Spaghetti Western', 'Action', 'Drama', 'Mystery', 'Western']","['English', 'Italian', 'Spanish', 'Latin']"
