Title,Year,Duration,MPA,IMBD_Rating,Votes,méta_score,description,Movie Link,writers,director,stars,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,genres,Languages
228. The Giant of Metropolis,1961,1h 38m,Unrated,4.7,471,,Muscleman Ohro travels to the sinful capital of Atlantis to rebuke its godlessness and hubris and becomes involved in the battle against its evil lord Yoh-tar and his hideous super-science schemes.,https://www.imdb.com/title/tt0054924/?ref_=sr_i_228,"['Sabatino Ciuffini', 'Ambrogio Molteni', 'Oreste Palella']",Umberto Scarpelli,"['Gordon Mitchell', 'Bella Cortez', 'Roldano Lupi', 'Marietto', 'Omero Gargano', 'Mario Meniconi', 'Carlo Tamberlani', 'Luigi Moneta', 'Ugo Sasso', 'Renato Terra']",,,,,"October 26, 1961",['Italy'],"Incir De Paolis, Rome, Lazio, Italy",['Centroproduzione SpA'],,"['Adventure', 'Fantasy']",['Italian']
229. Wonderful to Be Young!,1961,1h 32m,Not Rated,5.8,750,,"Youths must raise £1500 to save youth club from demolition by unscrupulous developer. They record song, broadcast it via pirate radio as ""Mystery Singer"" ploy to raise funds. Main character has secret he can't share with girlfriend.",https://www.imdb.com/title/tt0055626/?ref_=sr_i_229,"['Cliff Richard', 'Robert Morley', 'Carole Gray']",Sidney J. Furie,"['Cliff Richard', 'Robert Morley', 'Carole Gray', 'Jet Harris', 'Hank B. Marvin', 'Tony Meehan', 'Bruce Welch', 'Teddy Green', ""Richard O'Sullivan"", 'Melvyn Hayes']",,,,,"January 12, 1962",['United Kingdom'],"Ruislip Lido, Ruislip, Middlesex, England, UK",['Associated British Picture Corporation (ABPC)'],,"['Comedy', 'Musical']",['English']
230. The Monster of Highgate Ponds,1961,59m,,5.8,145,,A group of children befriend a monster.,https://www.imdb.com/title/tt0145911/?ref_=sr_i_230,"['Rachel Clay', 'Michael Wade', 'Terry Raven']",Alberto Cavalcanti,"['Rachel Clay', 'Michael Wade', 'Terry Raven', 'Ronald Howard', 'Frederick Piper', 'Michael Balfour', 'Roy Vincente', 'Beryl Cooke', 'Philip Latham', 'Douglas Robinson']",,,,,1962,['United Kingdom'],"Hampstead Heath, London, England, UK",['Halas and Batchelor Cartoon Films'],,"['Animation', 'Family', 'Fantasy']",['English']
231. Look in Any Window,1961,1h 27m,,5.4,372,,A teenager's parents finally realize how bad their home life is when their son is arrested for prowling.,https://www.imdb.com/title/tt0055097/?ref_=sr_i_231,"['Paul Anka', 'Ruth Roman', 'Alex Nicol']",William Alland,"['Paul Anka', 'Ruth Roman', 'Alex Nicol', 'Gigi Perreau', 'Carole Mathews', 'George Dolenz', 'Jack Cassidy', 'Robert Sampson', 'Dan Grayam', 'Jacqueline Kluger']",,,,,"January 29, 1961",['United States'],"7751 Melvin Ave, Reseda, California, USA",['Scott R. Dunlap Productions'],,['Drama'],"['English', 'Italian']"
232. The Tartars,1961,1h 23m,Approved,4.6,522,,Tartan and Viking forces clash in what is modern-day Russia.,https://www.imdb.com/title/tt0056558/?ref_=sr_i_232,"['Domenico Salvati', 'Sabatino Ciuffini', 'Oreste Palella']",Richard Thorpe,"['Victor Mature', 'Orson Welles', 'Liana Orfei', 'Arnoldo Foà', 'Luciano Marin', 'Bella Cortez', 'Furio Meniconi', 'Pietro Ceccarelli', 'Renato Terra', 'Folco Lulli']",,,,,"June 20, 1962","['Italy', 'Yugoslavia']","Titanus, Rome, Lazio, Italy","['Dubrava Film', 'Lux Film']",,"['Action', 'Adventure', 'Drama']","['Italian', 'English']"
233. A Wife Confesses,1961,1h 31m,,7.5,842,,"Ayako is charged with murdering her much older academic husband while climbing a mountain. Ayako was having an affair, apparently with her husband's approval, and this complicates the trial.",https://www.imdb.com/title/tt0055551/?ref_=sr_i_233,"['Ayako Wakao', 'Hiroshi Kawaguchi', 'Eitarô Ozawa']",Yasuzô Masumura,"['Ayako Wakao', 'Hiroshi Kawaguchi', 'Eitarô Ozawa', 'Haruko Mabuchi', 'Jun Negami', 'Hideo Takamatsu', 'Ichirô Aminaka', 'Tomio Hanano', 'Gai Harada', 'Chikara Hashimoto']",,,,,"October 29, 1961",['Japan'],,['Daiei Studios'],2 wins total,"['Drama', 'Mystery']",['Japanese']
234. Lathos ston erota,1961,1h 14m,,5.7,51,,"A cheerful but struggling young typist engages herself in an imaginative fantasy game when she falls in love with an equally charming and seemingly well-off mechanic. Indeed, they may have fooled each other; however, can they fool love?",https://www.imdb.com/title/tt0184662/?ref_=sr_i_234,"['Hristina Sylva', 'Labros Konstadaras', 'Giorgos Pantzas']",Hristos Kyriakopoulos,"['Hristina Sylva', 'Labros Konstadaras', 'Giorgos Pantzas', 'Giorgos Gavriilidis', 'Mary Egipidou', 'Yiorgos Olimbios', 'Giannis Malouhos', 'Eleni Zerva', 'Nikos Fermas', 'Dimitris Katsoulis']",,,,,1961,['Greece'],,['Afoi Kiriakopouloi'],,"['Comedy', 'Romance']",['Greek']
235. Famous Love Affairs,1961,2h 10m,,5.1,279,,Anthology of four love stories that have some historical basis.,https://www.imdb.com/title/tt0054516/?ref_=sr_i_235,"['Marcel Achard', 'Michel Audiard', 'Françoise Giroud']",Michel Boisrond,"['Jean-Paul Belmondo', 'Philippe Noiret', 'Dany Robin', 'Palau', 'Liliane Brousse', 'Guy Tréjan', 'Agnès Laurent', 'Michel Galabru', 'Maurice Varny', 'Simone Signoret']",,,,,"November 3, 1961","['France', 'Italy']",,"['Cosmos Film', 'Générale Européenne de Films-Unidix', 'Unidex']",,"['Comedy', 'History', 'Romance']",['French']
236. Buddha,1961,2h 19m,,6.8,100,,An Indian prince leaves his world of comfort and riches behind to wander and meditate for six years in search of spiritual enlightenment. Siddartha turns his back on the old religion when people are starving needlessly.,https://www.imdb.com/title/tt0054706/?ref_=sr_i_236,"['Kôjirô Hongô', 'Charito Solis', 'Shintarô Katsu']",Kenji Misumi,"['Kôjirô Hongô', 'Charito Solis', 'Shintarô Katsu', 'Machiko Kyô', 'Raizô Ichikawa', 'Fujiko Yamamoto', 'Hiroshi Kawaguchi', 'Katsuhiko Kobayashi', 'Tamao Nakamura', 'Junko Kanô']",,,,,"July 2, 1963","['Japan', 'Philippines']","Daiei-Kyoto Studios, Kyoto, Japan",['Daiei'],1 win total,"['Adventure', 'Biography', 'Drama']","['Filipino', 'Tagalog', 'Japanese', 'English']"
237. Striped Trip,1961,1h 27m,,7.3,2.8K,,A comedy about tigers and lions running around a cruise ship full of passengers.,https://www.imdb.com/title/tt0056357/?ref_=sr_i_237,"['Aleksey Gribov', 'Ivan Dmitriev', 'Margarita Nazarova']",Vladimir Fetin,"['Aleksey Gribov', 'Ivan Dmitriev', 'Margarita Nazarova', 'Evgeniy Leonov', 'Vladimir Belokurov', 'Nikolay Volkov', 'Aleksandr Benyaminov', 'Arkadi Trusov', 'Aleksandr Sirin', 'Aleksei Smirnov']",,,,,"June 27, 1961",['Soviet Union'],"Black Sea, Russia",['Lenfilm Studio'],,"['Adventure', 'Comedy', 'Family']",['Russian']
"238. Kaasua, komisario Palmu!",1961,1h 39m,,7.7,1.7K,,"A rich widow is found dead of gas poisoning in her flat in Helsinki. First the death is thought to be an accident, but lieutenant Palmu notices that the murderer has made a mistake, and Palmu and his assistants Kokki and Virta start an investigation into who has broken into the apartment through the balcony door and opened the gas tap when Mrs. Skrof was sleeping.",https://www.imdb.com/title/tt0055038/?ref_=sr_i_238,"['Joel Rinne', 'Matti Ranin', 'Leo Jokela']",Matti Kassila,"['Joel Rinne', 'Matti Ranin', 'Leo Jokela', 'Elina Salo', 'Pentti Siimes', 'Saulo Haarla', 'Risto Mäkelä', 'Henny Valjus', 'Aino Mantsas', 'Toivo Mäkelä']",,,,,"September 15, 1961",['Finland'],"Ullanlinna, Helsinki, Finland",['Fennada-Filmi'],3 wins total,"['Whodunnit', 'Comedy', 'Crime', 'Mystery', 'Thriller']",['Finnish']
239. Samson and the 7 Miracles of the World,1961,1h 20m,,4.8,326,,Sam must rescue a beautiful Chinese princess from a marauding horde of warriors.,https://www.imdb.com/title/tt0055114/?ref_=sr_i_239,"['Oreste Biancoli', 'Duccio Tessari', 'George Gonneau']",Riccardo Freda,"['Gordon Scott', 'Yôko Tani', 'Dante DiPaolo', 'Gabriele Antonini', 'Leonardo Severini', 'Valéry Inkijinoff', 'Chu Lai Chit', 'Sergio Ukmar', 'Tonino Cianci', 'Giacomo Tchang']",,,,,December 1962,"['Italy', 'France']","Incir De Paolis Studios, Rome, Lazio, Italy","['Panda Film', 'Gallus Films']",,"['Adventure', 'Drama']",['Italian']
240. Spoiled Rotten,1961,1h 44m,,6.7,415,,"A blonde diva breaks up with her arrogant libertine boyfriend, hurting his dangerous male ego. And as the pain of humiliation clouds the mind, the lethal revolver in her hand demands revenge. Who is to blame for her downfall?",https://www.imdb.com/title/tt0180779/?ref_=sr_i_240,"['Zoi Laskari', 'Nikos Kourkoulos', 'Mirka Kalatzopoulou']",Giannis Dalianidis,"['Zoi Laskari', 'Nikos Kourkoulos', 'Mirka Kalatzopoulou', 'Vagelis Voulgaridis', 'Nitsa Marouda', 'Kostas Voutsas', 'Periklis Hristoforidis', 'Aggelos Mavropoulos', 'Giorgos Tsitsopoulos', 'Lavrentis Dianellos']",,,,,"December 2, 1961",['Greece'],,['Finos Film'],,['Drama'],['Greek']
241. Jungle Street Girls,1961,1h 22m,,5.8,191,,"Terry Collins mugs an old man, who subsequently dies. Joe Lucas finds out about it and blackmails him, threatening to turn him in to the police if he doesn't give him money. Terry then plans to rob the safe at a night club with his friend Johnny, who is the boyfriend of a stripper (Jill Ireland) that Terry's infatuated with.",https://www.imdb.com/title/tt0055034/?ref_=sr_i_241,"['Jill Ireland', 'David McCallum', 'Kenneth Cope']",Charles Saunders,"['Jill Ireland', 'David McCallum', 'Kenneth Cope', 'Brian Weske', 'Vanda Hudson', 'Edna Doré', 'Thomas Gallagher', 'Howard Pays', 'Joy Webster', 'Martin Sterndale']",,,,,1961,['United Kingdom'],"Shepherds Bush Green, West London, England, UK",['Theatrecraft'],,"['Crime', 'Drama']",['English']
242. Alye parusa,1961,1h 28m,,7.0,718,,"A little girl Assol met a wizard and it has been foretold: ""... it will be a fine sunny day when a beautiful ship under scarlet sail comes and the noble prince will take you away from here. He'll take you to the world of your dreams, where you will be loved and happy."" The neighbours told jokes about her, children teased her, but she waited for her prince. She trusted in the miracles and waited. Arthur Gray's rule was ""if you can make a miracle, do it!"". And he made a miracle for the wonderful romantic girl.",https://www.imdb.com/title/tt0054618/?ref_=sr_i_242,"['Anastasiya Vertinskaya', 'Vasiliy Lanovoy', 'Yelena Cheremshanova']",Aleksandr Ptushko,"['Anastasiya Vertinskaya', 'Vasiliy Lanovoy', 'Yelena Cheremshanova', 'Aleksandr Lupenko', 'Ivan Pereverzev', 'Sergey Martinson', 'Nikolay Volkov', 'Sergei Romodanov', 'Oleg Anofriev', 'Pavel Volkov']",,,,,"June 7, 1961",['Soviet Union'],"Yalta, Crimea, Ukraine",['Mosfilm'],,"['Drama', 'Fantasy', 'Romance']",['Russian']
243. Love in a Goldfish Bowl,1961,1h 28m,Not Rated,5.1,155,,A college student and his best female friend and fellow student plan to spend the Easter holidays together. Then an Italian seaman shows up and creates a love triangle.,https://www.imdb.com/title/tt0055099/?ref_=sr_i_243,"['Jack Sher', 'Irene Kamp']",Jack Sher,"['Tommy Sands', 'Fabian', 'Toby Michaels', 'Edward Andrews', 'John McGiver', 'Denny Miller', 'Dee J. Thompson', 'Majel Barrett', 'Susan Silo', 'Elizabeth MacRae']",,,,,"October 1, 1961",['United States'],"Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",['Paramount Pictures'],,"['Comedy', 'Musical', 'Romance']","['English', 'Italian']"
244. Honeymoon of Terror,1961,1h 2m,,4.5,141,,"A couple honeymoons on a deserted isle called Thunder Island. When the husband leaves the island to go for supplies, the wife finds that the island isn't as deserted as they thought it was.",https://www.imdb.com/title/tt0173908/?ref_=sr_i_244,"['Dwan Marlow', 'Anton von Stralen', 'Doug Leith']",Peter Perry Jr.,"['Dwan Marlow', 'Anton von Stralen', 'Doug Leith', 'Peter Perry Jr.', 'Anita Harris', 'Gerald Olmstead', 'Jim Crane']",,,,,"January 13, 1961",['United States'],,['Sonney Amusement Enterprises'],,"['Horror', 'Thriller']",['English']
245. Seniman Bujang Lapok,1961,2h,,7.7,180,,"The third installment of the 'Bujang Lapok' movies, the three bachelors try to make it as movie stars but their naivete and inexperience provide hilarious results. Along the way, they have to deal with the various neighbours around them and Ramli's romance with one of them.",https://www.imdb.com/title/tt0278028/?ref_=sr_i_245,"['P. Ramlee', 'Aziz Sattar', 'S. Shamsuddin']",P. Ramlee,"['P. Ramlee', 'Aziz Sattar', 'S. Shamsuddin', 'Saloma', 'Ahmad Nisfu', 'Kemat Hassan', 'S. Sudarmaji', 'Ahmad C.', 'Shariff Dol', 'Leng Hussain']",,,,,"July 6, 1961","['Singapore', 'Malaysia']",Singapore,['Malay Film Productions Ltd.'],,"['Comedy', 'Family', 'Romance']",['Malay']
246. Kick the Thieves Out!,1961,1h 27m,,6.7,204,,"When the seriously ill founder of a thriving steel industry transfers his shares to his estranged and incorruptible brother, the latter will take drastic measures to keep the company afloat. Will he show the shameless thieves the door?",https://www.imdb.com/title/tt0206729/?ref_=sr_i_246,"['Orestis Makris', 'Dionysis Papagiannopoulos', 'Martha Karagianni']",Kostas Andritsos,"['Orestis Makris', 'Dionysis Papagiannopoulos', 'Martha Karagianni', 'Andreas Douzos', 'Dimitris Nikolaidis', 'Koulis Stoligas', 'Theano Ioannidou', 'Anna Paitatzi', 'Maria Voulgari', 'Kostas Papas']",,,,,1961,['Greece'],"Athens, Greece",['Afoi Roussopoulloi'],,['Comedy'],['Greek']
247. Eftyhos... trellathika!,1961,1h 31m,,5.9,161,,"Hard-pressed to the point of no return, the desperate founder of a family-owned distillery decides to fake insanity and has himself admitted to a mental institution. But, will his last-minute plan keep him afloat?",https://www.imdb.com/title/tt0144884/?ref_=sr_i_247,"['Nikos Stavridis', 'Gely Mavropoulou', 'Martha Karagianni']",Kostas Andritsos,"['Nikos Stavridis', 'Gely Mavropoulou', 'Martha Karagianni', 'Thanasis Vengos', 'Dimitris Nikolaidis', 'Joly Garbi', 'Periklis Hristoforidis', 'Alekos Pantas', 'Stavros Paravas', 'Aggelos Mavropoulos']",,,,,"October 23, 1961",['Greece'],,['Afoi Roussopoulloi'],,['Comedy'],['Greek']
248. Cry for Happy,1961,1h 50m,,5.8,326,,U.S. Navy photographic team uses Tokyo geisha house as its home.,https://www.imdb.com/title/tt0054772/?ref_=sr_i_248,"['Glenn Ford', ""Donald O'Connor"", 'Miiko Taka']",George Marshall,"['Glenn Ford', ""Donald O'Connor"", 'Miiko Taka', 'James Shigeta', 'Miyoshi Umeki', 'Michi Kobi', 'Howard St. John', 'Joe Flynn', 'Chet Douglas', 'Tsuruko Kobayashi']",,,,,January 1961,['United States'],Japan,['William Goetz Productions'],,"['Comedy', 'Romance']","['Japanese', 'English']"
249. I zoi mou arhizei me sena,1961,1h 32m,,3.5,22,,"An arrogant lieutenant of the Royal Hellenic Navy who finds out that his ex-lover has deeper feelings for one of his colleagues, wants to take his revenge on him after a nearly fatal accident. Can he swallow his pride and accept the truth?",https://www.imdb.com/title/tt0290943/?ref_=sr_i_249,"['Pari Leventi', 'Nikos Xanthopoulos', 'Dionysis Papagiannopoulos']",Filippos Fylaktos,"['Pari Leventi', 'Nikos Xanthopoulos', 'Dionysis Papagiannopoulos', 'Giorgos Moutsios', 'Malaina Anousaki', 'Giannis Vogiatzis', 'Aspa Nakapoulou', 'Louiza Xintaraki', 'Lavrentis Dianellos', 'Rallis Angelidis']",,,,,October 1961,['Greece'],,['Rissa Film'],,['Drama'],['Greek']
250. The Sins of Rachel Cade,1961,2h 4m,Approved,5.9,617,,"While the Nazi regime subjugates European nations during World War II, in the Belgian Congo nurse Rachel Cade tries to cure the local people. Colonel Derode falls in love with her, but an injured young American pilot upsets his plans.",https://www.imdb.com/title/tt0055453/?ref_=sr_i_250,"['Angie Dickinson', 'Peter Finch', 'Roger Moore']",Gordon Douglas,"['Angie Dickinson', 'Peter Finch', 'Roger Moore', 'Errol John', 'Woody Strode', 'Juano Hernandez', ""Frederick O'Neal"", 'Mary Wickes', 'Scatman Crothers', 'Rafer Johnson']",,,,,"April 2, 1961",['United States'],,['Warner Bros.'],,"['Drama', 'Romance']",['English']
1. Lawrence of Arabia,1962,3h 47m,PG,8.3,325K,100.0,"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.",https://www.imdb.com/title/tt0056172/?ref_=sr_i_1,"[""Peter O'Toole"", 'Alec Guinness', 'Anthony Quinn']",David Lean,"[""Peter O'Toole"", 'Alec Guinness', 'Anthony Quinn', 'Jack Hawkins', 'Omar Sharif', 'José Ferrer', 'Anthony Quayle', 'Claude Rains', 'Arthur Kennedy', 'Donald Wolfit']","$15,000,000 (estimated)","$20,846","$45,764,288","$45,306,425","April 2, 2013","['United Kingdom', 'United States']","Wadi Rum, Jordan",['Horizon Pictures (II)'],31 wins & 14 nominations total,"['Adventure Epic', 'Desert Adventure', 'Epic', 'War Epic', 'Adventure', 'Biography', 'Drama', 'War']","['English', 'Arabic', 'Turkish']"
2. Dr. No,1962,1h 50m,PG,7.2,184K,78.0,A resourceful British government agent seeks answers in a case involving the disappearance of a colleague and the disruption of the American space program.,https://www.imdb.com/title/tt0055928/?ref_=sr_i_2,"['Richard Maibaum', 'Johanna Harwood', 'Berkely Mather']",Terence Young,"['Sean Connery', 'Ursula Andress', 'Bernard Lee', 'Joseph Wiseman', 'Jack Lord', 'Anthony Dawson', 'Zena Marshall', 'John Kitzmiller', 'Eunice Gayson', 'Lois Maxwell']","£392,022 (estimated)",,"$16,120,643","$16,067,035","October 10, 1962","['United Kingdom', 'United States']","Dunn's River Falls, Ocho Rios, St. Ann, Jamaica",['Eon Productions'],4 wins & 4 nominations total,"['Spy', 'Action', 'Adventure', 'Thriller']","['English', 'French', 'Italian']"
3. The Manchurian Candidate,1962,2h 6m,PG-13,7.9,82K,94.0,An American POW in the Korean War is brainwashed as an unwitting assassin for an international Communist conspiracy.,https://www.imdb.com/title/tt0056218/?ref_=sr_i_3,"['Frank Sinatra', 'Laurence Harvey', 'Janet Leigh']",John Frankenheimer,"['Frank Sinatra', 'Laurence Harvey', 'Janet Leigh', 'Angela Lansbury', 'Henry Silva', 'James Gregory', 'Leslie Parrish', 'John McGiver', 'Khigh Dhiegh', 'James Edwards']","$2,200,000 (estimated)","$87,850","$2,757,256","$2,757,256","October 24, 1962",['United States'],"Jilly's, 52nd Street at 8th Avenue, Manhattan, New York City, New York, USA",['M.C. Productions'],6 wins & 9 nominations total,"['Conspiracy Thriller', 'Political Thriller', 'Psychological Thriller', 'Spy', 'Tragedy', 'Drama', 'Thriller']","['English', 'Spanish']"
4. To Kill a Mockingbird,1962,2h 9m,Approved,8.3,341K,88.0,A widowed lawyer in Depression-era Alabama defends a black man against a false rape charge while teaching his young children about the sad reality of prejudice.,https://www.imdb.com/title/tt0056592/?ref_=sr_i_4,"['Gregory Peck', 'John Megna', 'Frank Overton']",Robert Mulligan,"['Gregory Peck', 'John Megna', 'Frank Overton', 'Rosemary Murphy', 'Ruth White', 'Brock Peters', 'Estelle Evans', 'Paul Fix', 'Collin Wilcox Paxton', 'James Anderson']","$2,000,000 (estimated)","$357,549","$599,934","$592,237","March 16, 1963",['United States'],"Monroeville, Alabama, USA","['Pakula-Mulligan', 'Brentwood Productions']",14 wins & 16 nominations total,"['Legal Drama', 'Period Drama', 'Crime', 'Drama']",['English']
5. Mafioso,1962,1h 45m,Not Rated,7.6,3.1K,88.0,"When a good-natured factory supervisor living in Milan with his Northern wife returns to his native Sicily, a decades'-old oath forces him to fulfill a nightmarish obligation.",https://www.imdb.com/title/tt0056210/?ref_=sr_i_5,"['Rafael Azcona', 'Bruno Caruso', 'Marco Ferreri']",Alberto Lattuada,"['Alberto Sordi', 'Norma Bengell', 'Gabriella Conti', 'Ugo Attanasio', 'Cinzia Bruno', 'Katiuscia', 'Armando Tine', 'Lilly Bistrattin', 'Michèle Bailly', 'Francesco Lo Briglio']",,"$29,965","$400,019","$400,019","March 4, 1965",['Italy'],"Belmonte Mezzagno, Sicily, Italy","['Compagnia Cinematografica Antonio Cervi', 'Dino de Laurentiis Cinematografica']",1 win & 2 nominations total,"['Comedy', 'Crime', 'Drama']","['Italian', 'English', 'French', 'German']"
6. The Trial,1962,1h 59m,Not Rated,7.6,25K,,"An unassuming office worker is arrested and stands trial, but he is never made aware of his charges.",https://www.imdb.com/title/tt0057427/?ref_=sr_i_6,"['Anthony Perkins', 'Arnoldo Foà', 'Jess Hahn']",Orson Welles,"['Anthony Perkins', 'Arnoldo Foà', 'Jess Hahn', 'Billy Kearns', 'Madeleine Robinson', 'Jeanne Moreau', 'Maurice Teynac', 'Naydra Shore', 'Suzanne Flon', 'Raoul Delfosse']","$1,300,000 (estimated)","$7,280","$93,688","$93,533","December 22, 1962","['France', 'Italy', 'West Germany']","240 Grada Vukovara Street, Zagreb, Croatia","['Paris-Europa Productions', 'Hisa-Film', 'Finanziaria Cinematografica Italiana (FICIT)']",2 wins & 2 nominations total,"['Legal Drama', 'Legal Thriller', 'Drama', 'Mystery', 'Thriller']",['English']
7. Le Doulos,1962,1h 48m,Not Rated,7.7,13K,,A burglar betraying other criminals prepares for a big heist with a trusted friend who might be as untrustworthy as he.,https://www.imdb.com/title/tt0054821/?ref_=sr_i_7,"['Jean-Paul Belmondo', 'Serge Reggiani', 'Jean Desailly']",Jean-Pierre Melville,"['Jean-Paul Belmondo', 'Serge Reggiani', 'Jean Desailly', 'René Lefèvre', 'Marcel Cuvelier', 'Philippe March', 'Fabienne Dali', 'Monique Hennessy', 'Carl Studer', 'Christian Lude']",,"$9,362","$91,410","$82,772","March 2, 1964","['France', 'Italy']","Rue Watt, Paris 13, Paris, France","['Compagnia Cinematografica Champion', 'Rome Paris Films']",1 nomination total,"['Crime', 'Thriller']",['French']
8. How the West Was Won,1962,2h 44m,G,7.1,24K,56.0,"A family saga covering several decades of Westward expansion in the 19th century, including the Gold Rush, the Civil War, and the building of the railroads.",https://www.imdb.com/title/tt0056085/?ref_=sr_i_8,"['John Ford', 'Henry Hathaway', 'George Marshall']",John Ford,"['James Stewart', 'John Wayne', 'Gregory Peck', 'Henry Fonda', 'Carroll Baker', 'Lee J. Cobb', 'Carolyn Jones', 'Karl Malden', 'George Peppard', 'Robert Preston']","$15,000,000 (estimated)","$28,568","$76,729","$76,729","February 20, 1963",['United States'],"Cave-In-Rock State Park - 1 New State Park Road, Cave-In-Rock, Illinois, USA","['Metro-Goldwyn-Mayer (MGM)', 'Cinerama Productions Corp.']",10 wins & 5 nominations total,"['Classical Western', 'Epic', 'Western Epic', 'Adventure', 'War', 'Western']","['English', 'Arapaho']"
9. Le combat dans l'île,1962,1h 44m,PG-13,6.5,949,,"After an unsuccessful assassination, a terrorist and his wife hide on a remote island in the house of a friend who doesn't suspect anything.",https://www.imdb.com/title/tt0054758/?ref_=sr_i_9,"['Romy Schneider', 'Jean-Louis Trintignant', 'Henri Serre']",Alain Cavalier,"['Romy Schneider', 'Jean-Louis Trintignant', 'Henri Serre', 'Diane Lepvrier', 'Robert Bousquet', 'Jacques Berlioz', 'Armand Meffre', 'Maurice Garrel', 'Marcel Cuvelier', 'Pierre Asso']",,"$10,217","$50,039","$50,039","June 12, 2009",['France'],"Le Moulin d'Andé, 65 rue du Moulin, Andé, Eure, France","['Union Générale Cinématographique (UGC)', 'La Société des Films Sirius', 'Nouvelles Éditions de Films (NEF)']",,"['Drama', 'Romance', 'Thriller']","['French', 'English']"
10. Sanjuro,1962,1h 36m,Not Rated,8.0,42K,83.0,"A crafty samurai helps a young man and his fellow clansmen trying to save his uncle, who has been framed and imprisoned by a corrupt superintendent.",https://www.imdb.com/title/tt0056443/?ref_=sr_i_10,"['Ryûzô Kikushima', 'Hideo Oguni', 'Akira Kurosawa']",Akira Kurosawa,"['Toshirô Mifune', 'Tatsuya Nakadai', 'Keiju Kobayashi', 'Yûnosuke Itô', 'Yûzô Kayama', 'Reiko Dan', 'Takashi Shimura', 'Kamatari Fujiwara', 'Takako Irie', 'Masao Shimizu']",,"$15,942","$64,161","$46,808","May 7, 1963",['Japan'],"Toho Studios, Tokyo, Japan","['Toho', 'Kurosawa Production Co.']",1 win & 1 nomination total,"['Samurai', 'Action', 'Drama', 'Thriller']",['Japanese']
11. Vivre sa vie,1962,1h 25m,Not Rated,7.8,36K,,Twelve episodic tales in the life of a Parisian woman and her slow descent into prostitution.,https://www.imdb.com/title/tt0056663/?ref_=sr_i_11,"['Marcel Sacotte', 'Jean-Luc Godard']",Jean-Luc Godard,"['Anna Karina', 'Sady Rebbot', 'André S. Labarthe', 'Guylaine Schlumberger', 'Gérard Hoffman', 'Monique Messine', 'Paul Pavel', 'Dimitri Dineff', 'Peter Kassovitz', 'Eric Schlumberger']","$64,000 (estimated)","$8,336","$69,111","$24,517","September 20, 1962",['France'],"Paris, France","['Les Films de la Pléiade', 'Pathé Consortium Cinéma']",3 wins & 1 nomination total,"['Psychological Drama', 'Tragedy', 'Drama']",['French']
12. Ivan's Childhood,1962,1h 35m,Not Rated,8.0,41K,,"During WWII, Soviet orphan Ivan Bondarev strikes up a friendship with three sympathetic Soviet officers while working as a scout behind the German lines.",https://www.imdb.com/title/tt0056111/?ref_=sr_i_12,"['Vladimir Bogomolov', 'Mikhail Papava', 'Andrei Tarkovsky']",Andrei Tarkovsky,"['Nikolay Burlyaev', 'Valentin Zubkov', 'Evgeniy Zharikov', 'Stepan Krylov', 'Nikolay Grinko', 'Dmitri Milyutenko', 'Valentina Malyavina', 'Irma Tarkovskaya', 'Andrei Konchalovsky', 'Ivan Savkin']",,"$11,537","$87,638","$22,168","June 27, 1963",['Soviet Union'],"Dnieper River, Kanev, Ukraine","['Mosfilm', 'Trete Tvorcheskoe Obedinenie']",2 wins total,"['Coming-of-Age', 'Drama', 'War']","['Russian', 'German']"
13. A Kind of Loving,1962,1h 52m,Not Rated,7.3,2.8K,,"After his girlfriend's pregnancy forces him to marry her, a young man must adjust to his new life and contend with his domineering mother-in-law.",https://www.imdb.com/title/tt0056141/?ref_=sr_i_13,"['Alan Bates', 'June Ritchie', 'Thora Hird']",John Schlesinger,"['Alan Bates', 'June Ritchie', 'Thora Hird', 'Bert Palmer', 'Pat Keen', 'James Bolam', 'Jack Smethurst', 'Gwen Nelson', 'John Ronane', 'David Mahlowe']","£165,000 (estimated)","$3,278","$6,912","$6,912","October 1, 1962",['United Kingdom'],"The Promenade, St Anne's on Sea, Fylde, Lancashire, England, UK","['Joseph Janni Production', 'Vic Films Productions', 'Waterhall Productions']",1 win & 4 nominations total,"['Drama', 'Romance']","['English', 'German']"
14. Jules and Jim,1962,1h 45m,Not Rated,7.7,45K,97.0,Decades of a love triangle concerning two friends and an impulsive woman.,https://www.imdb.com/title/tt0055032/?ref_=sr_i_14,"['Jeanne Moreau', 'Oskar Werner', 'Henri Serre']",François Truffaut,"['Jeanne Moreau', 'Oskar Werner', 'Henri Serre', 'Vanna Urbino', 'Serge Rezvani', 'Anny Nelsen', 'Sabine Haudepin', 'Marie Dubois', 'Michel Subor', 'Danielle Bassiak']",,"$11,206","$487,117",$509,"January 23, 1962",['France'],"Cimetière du Père-Lachaise, 16 rue du Repos, Paris 20, Paris, France","['Les Films du Carrosse', 'Sédif Productions']",3 wins & 4 nominations total,"['Period Drama', 'Psychological Drama', 'Tragic Romance', 'Drama', 'Romance']","['French', 'German', 'English']"
