Title,Year,Duration,MPA,IMBD_Rating,Votes,méta_score,description,Movie Link,writers,director,stars,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,genres,Languages
218. Slumber Party '57,1976,1h 29m,R,4.1,230,,"Six schoolgirls are without parental supervision on a night their basketball team is traveling, so they organize a slumber party during which each will tell about her first sexual experience.",https://www.imdb.com/title/tt0076726/?ref_=sr_i_218,"['Janet Wood', 'Noelle North', 'Debra Winger']",William A. Levey,"['Janet Wood', 'Noelle North', 'Debra Winger', 'Bridget Holloman', 'Cheryl Smith', 'Mary Appleseth', 'R.L. Armstrong', 'Joyce Jillson', 'Rafael Campos', 'Victor Rogers']",,,,,"September 30, 1976",['United States'],"Los Angeles, California, USA","['Athena Film Company', 'Movie Machine', 'William A. Levey']",,"['Comedy', 'Drama']",['English']
219. The Devil's Men,1976,1h 28m,PG,4.2,1.9K,,"Tourists are kidnapped by a devil-worshipping cult, and a priest tries desperately to save them. A gruesome tale of the devil and human sacrifice.",https://www.imdb.com/title/tt0074769/?ref_=sr_i_219,"['Donald Pleasence', 'Peter Cushing', 'Luan Peters']",Kostas Karagiannis,"['Donald Pleasence', 'Peter Cushing', 'Luan Peters', 'Kostas Karagiorgis', 'Dimitris Bislanis', 'Anna Matzourani', 'Christina', 'Nikos Verlekis', 'Vanna Reville', 'Bob Behling']",,,,,"May 25, 1977","['Greece', 'United Kingdom', 'United States']",Greece,"['Getty Pictures Corp.', 'Poseidon Films', 'Poseidon Productions']",,['Horror'],"['English', 'Greek']"
220. New Fist of Fury,1976,2h,R,5.5,1.9K,,A young man sets out to avenge his grandfather's death and prove his martial arts mastery.,https://www.imdb.com/title/tt0075439/?ref_=sr_i_220,"['Jackie Chan', 'Nora Miao', 'Sing Chen']",Wei Lo,"['Jackie Chan', 'Nora Miao', 'Sing Chen', 'Ying-Chieh Han', 'Ming Yi', 'Ming Cheng Chang', 'Shen Lin Chang', 'Chao Yung Chen', 'Jen Chen', 'Siu Siu Cheng']",,,,,"July 8, 1976","['Hong Kong', 'Taiwan']",,['Lo Wei Motion Picture Company'],,"['Martial Arts', 'Action', 'Drama']",['Mandarin']
221. The Inheritance,1976,2h,R,7.0,1K,,"Rome, 1880. Gregorio has decided to close the family business. Then he tells his children that they will have to fend for themselves, but his beautiful, calculating, ambitious young daughter-in-law, will do anything for the inheritance.",https://www.imdb.com/title/tt0074487/?ref_=sr_i_221,"['Gaetano Carlo Chelli', 'Ugo Pirro', 'Sergio Bazzini']",Mauro Bolognini,"['Anthony Quinn', 'Dominique Sanda', 'Fabio Testi', 'Gigi Proietti', 'Adriana Asti', 'Paolo Bonacelli', 'Rossella Rusconi', 'Harold Bromley', 'Carlo Palmucci', 'Silvia Cerio']",,,,,"August 12, 1976",['Italy'],"Palazzo Farnese, Caprarola, Viterbo, Lazio, Italy",['Flag Production'],2 wins & 2 nominations total,"['Period Drama', 'Drama']",['Italian']
"222. No Deposit, No Return",1976,1h 52m,G,6.3,1.7K,,"During school-break, two kids are to stay with their rich Grandpa but they would rather join their mother overseas, so, in need of plane-ticket cash, they convince two petty-criminals to fake-kidnap them for a ransom they could all share.",https://www.imdb.com/title/tt0074968/?ref_=sr_i_222,"['Arthur Alsberg', 'Don Nelson', 'Joseph L. McEveety']",Norman Tokar,"['David Niven', 'Darren McGavin', 'Don Knotts', 'Herschel Bernardi', 'Barbara Feldon', 'Kim Richards', 'Brad Savage', 'John Williams', 'Charles Martin Smith', 'Vic Tayback']",,,,,"February 5, 1976",['United States'],"Pasadena, California, USA",['Walt Disney Productions'],,"['Slapstick', 'Comedy', 'Family']",['English']
223. Schizo,1976,1h 49m,R,5.7,1.5K,,"A newly-married woman becomes convinced someone from her past is stalking her, but nobody believes her until the bodies start to pile up.",https://www.imdb.com/title/tt0076670/?ref_=sr_i_223,"['Lynne Frederick', 'John Leyton', 'Stephanie Beacham']",Pete Walker,"['Lynne Frederick', 'John Leyton', 'Stephanie Beacham', 'John Fraser', 'Jack Watson', 'Queenie Watts', 'Trisha Mortimer', 'Paul Alexander', 'Robert Mill', 'Colin Jeavons']",,,,,March 1978,['United Kingdom'],"Swing Bridge, Newcastle-upon-Tyne, Tyne & Wear, England, UK",['Peter Walker (Heritage) Ltd.'],,"['Slasher Horror', 'Drama', 'Horror', 'Mystery', 'Thriller']",['English']
224. Rattlers,1976,1h 22m,PG,4.1,1.1K,,A herpetologist investigating a series of fatal rattlesnake attacks discovers that the creatures have been infected by a mysterious nerve gas disposed of in the desert by the military.,https://www.imdb.com/title/tt0073609/?ref_=sr_i_224,"['Sam Chew Jr.', 'Elisabeth Chauvet', 'Dan Priest']",John McCauley,"['Sam Chew Jr.', 'Elisabeth Chauvet', 'Dan Priest', 'Ronald Gold', 'Al Dunlap', 'Dan Balentine', 'Gary Van Ormand', 'Darwin Joston', 'Cary J. Pitts', 'Eric Lawson']",,,,,"April 23, 1976",['United States'],"Mojave Desert, California, USA",['Boxoffice International Pictures (BIP)'],,['Horror'],['English']
225. The Last Victim,1976,1h 23m,R,3.8,572,,A serial rapist stalks and murders prostitutes.,https://www.imdb.com/title/tt0087282/?ref_=sr_i_225,"['Tanya Roberts', 'Ron Max', 'Nancy Allen']",Jim Sotos,"['Tanya Roberts', 'Ron Max', 'Nancy Allen', 'Brian Freilino', 'Vasco Valladeres', 'Robin Leslie', 'Billy Longo', 'Michael Tucci', 'Beth Carlton', 'David Kerman']",,,,,"June 23, 1976",['United States'],"Staten Island, New York City, New York, USA","['Kodiak Films', 'Productions Two']",,"['Horror', 'Thriller']",['English']
226. Laila Majnu,1976,2h 20m,,6.6,388,,"Two lovers are unable to unite as they face opposition from their families. While the boy is exiled from the town after committing a murder, the girl is married to another man.",https://www.imdb.com/title/tt0266712/?ref_=sr_i_226,"['Abrar Alvi', 'Mohafiz Hyder', 'Anjana Rawail']",Harnam Singh Rawail,"['Rishi Kapoor', 'Ranjeeta Kaur', 'Danny Denzongpa', 'Aruna Irani', 'Govardhan Asrani', 'Kanwarjeet Paintal', 'Raza Murad', 'Iftekhar', 'Achala Sachdev', 'Preeti Ganguli']",,,,,"November 11, 1976","['India', 'East Germany', 'Soviet Union']","Chandivali Studio, Mumbai, Maharashtra, India",['De Luxe Films'],,"['Drama', 'Musical', 'Romance']",['Urdu']
227. Meatcleaver Massacre,1976,1h 25m,R,3.7,880,,"When a professor specializing in ancient rites and rituals is attacked and his family killed by four of his students, he summons an evil spirit to hunt down the attackers and avenge his family.",https://www.imdb.com/title/tt0076380/?ref_=sr_i_227,"['Keith Burns', 'Ray Atherton', 'Miklos Gyulai']",Evan Lee,"['Christopher Lee', 'Larry Justin', 'J. Arthur Craig', 'James Habif', 'Robert Clark', 'Doug Senior', 'Bob Mead', 'Alisa Beaton', 'Pat Nagel', 'Woody Wise']",,,,,March 1977,['United States'],"Los Angeles, California, USA",['Sanrio Company'],,"['Slasher Horror', 'Horror']",['English']
228. Kenny & Company,1976,1h 30m,PG,7.2,854,,A coming-of-age story about the lives of a teenage boy and his friend as they traverse the highs and lows of boyhood in the run-up to Halloween.,https://www.imdb.com/title/tt0074739/?ref_=sr_i_228,"['Dan McCann', 'A. Michael Baldwin', 'Jeff Roth']",Don Coscarelli,"['Dan McCann', 'A. Michael Baldwin', 'Jeff Roth', 'Ralph Richmond', 'Reggie Bannister', 'Clay Foster', 'Kenneth V. Jones', 'Willy Masterson', 'David Newton', 'James E. dePriest']","$150,000 (estimated)",,,,"August 20, 1976",['United States'],"Long Beach, California, USA","['New Breed Productions Inc.', 'Twentieth Century Fox']",,"['Comedy', 'Drama']",['English']
229. La ley del monte,1976,1h 55m,PG,6.9,131,,"El hijo de un hombre rico y generoso crece lleno de odio por la muerte de su padre. Él se une a la revolución y después de tres años, vuelve para recuperar a su chica, pero las cosas han cambiado y se lleva una gran sorpresa.",https://www.imdb.com/title/tt0308503/?ref_=sr_i_229,"['Vicente Fernández', 'Narciso Busquets', 'Patricia Aspíllaga']",Alberto Mariscal,"['Vicente Fernández', 'Narciso Busquets', 'Patricia Aspíllaga', 'Julián Soler', 'Elsa Cárdenas', 'Felipe Arriaga', 'Carlos Cardán', 'Delia Peña Orta', 'Julio Alejandro Lobato', 'Federico Falcón']",,,,,"December 23, 1976",['Mexico'],Mexico,"['Cima Films', 'Estudios América']",,"['Action', 'Drama', 'Musical', 'Romance', 'War', 'Western']",['Spanish']
230. Apache Woman,1976,1h 30m,,5.1,386,,"Tommy is an innocent cavalry officer who falls in love with a beautiful Apache woman (Yara Kewa) after rescuing her from a nasty gun smuggler named Honest Jeremy. When Jeremy and his gang find Tommy, gruesome violence ensues.",https://www.imdb.com/title/tt0168687/?ref_=sr_i_230,"['Giorgio Mariuzzo', 'Antonio Racioppi']",Giorgio Mariuzzo,"['Al Cliver', 'Clara Hopf', 'Federico Boido', 'Corrado Olmi', 'Rocco Oppedisano', 'Piero Mazzinghi', 'Ely Galleani', 'Frank Warner', ""Ottaviano Dell'Acqua"", 'Eugen Bertil']",,,,,"December 10, 1976",['Italy'],,"['National Cinematografica', 'Zenith Cinematografica']",,"['Spaghetti Western', 'Action', 'Drama', 'Romance', 'Western']",['Italian']
231. Filmi Duniya Filmi Log,1976,,,,,,,https://www.imdb.com/title/tt5307094/?ref_=sr_i_231,"['January 1, 1976 (India)']",,,,,,,"January 1, 1976",['India'],,,,['Drama'],['Hindi']
232. Mansion of the Doomed,1976,1h 27m,R,5.5,1.3K,,A mad scientist fills his basement dungeon with victims in an insane attempt to restore his daughter's eyesight.,https://www.imdb.com/title/tt0076361/?ref_=sr_i_232,"['Richard Basehart', 'Gloria Grahame', 'Trish Stewart']",Michael Pataki,"['Richard Basehart', 'Gloria Grahame', 'Trish Stewart', 'Lance Henriksen', 'Al Ferrara', ""JoJo D'Amore"", 'Donna Andresen', 'Marilyn Joi', 'Katherine Fitzpatrick', 'Katherine Stewart']",,,,,October 1976,['United States'],"Hancock Park, Los Angeles, California, USA",['Charles Band Productions'],,"['Horror', 'Thriller']",['English']
233. The Swiss Conspiracy,1976,1h 29m,PG,5.0,556,,A former U.S.Justice Department official is hired as a security consultant for a Zurich based Swiss bank when five of its clients are blackmailed.,https://www.imdb.com/title/tt0073774/?ref_=sr_i_233,"['Norman Klenman', 'Horward Merrill', 'Philip Saltzman']",Jack Arnold,"['David Janssen', 'Senta Berger', 'John Ireland', 'John Saxon', 'Ray Milland', 'Elke Sommer', 'Anton Diffring', 'Arthur Brauss', 'Inigo Gallo', 'Curt Lowens']",,,,,September 1977,"['United States', 'West Germany']","Bavaria Studios, Bavariafilmplatz 7, Geiselgasteig, Grünwald, Bavaria, Germany","['Bavaria Atelier', 'Bavaria Film', 'Durham Productions']",,"['Action', 'Crime', 'Drama']","['English', 'German']"
234. Storm Boy,1976,1h 28m,Not Rated,6.9,1.6K,,Mike is a lonely Australian boy living in a coastal wilderness with his reclusive father. In search of friendship he encounters an Aboriginal native loner and the two form a bond in the care of orphaned pelicans.,https://www.imdb.com/title/tt0076767/?ref_=sr_i_234,"['Greg Rowe', 'Peter Cummins', 'David Gulpilil']",Henri Safran,"['Greg Rowe', 'Peter Cummins', 'David Gulpilil', 'Judy Dick', 'Tony Allison', 'Michael Moody', 'Graham Dow', 'Eric Mack', 'Frank Foster-Brown', 'Michael Caulfield']","A$320,000 (estimated)",,$470,,"July 28, 1977",['Australia'],"The Coorong, South Australia, Australia",['The South Australian Film Corporation'],3 wins & 6 nominations total,"['Drama', 'Family']","['English', 'Aboriginal']"
235. Fantozzi 2,1976,1h 50m,,7.7,4.7K,,The frustrating adventures of a humble employee who spends all of his time fulfilling his bosses' wishes and desires.,https://www.imdb.com/title/tt0075178/?ref_=sr_i_235,"['Leonardo Benvenuti', 'Piero De Bernardi', 'Paolo Villaggio']",Luciano Salce,"['Paolo Villaggio', 'Anna Mazzamauro', 'Gigi Reder', 'Ugo Bologna', 'Mauro Vestri', 'Plinio Fernando', 'Antonino Faà di Bruno', 'Nietta Zocchi', 'Paolo Paoloni', 'Giuseppe Anatrelli']",,,,,"April 15, 1976",['Italy'],"Roma, Lazio, Italy",['Rizzoli Film'],,['Comedy'],['Italian']
236. Trackdown,1976,1h 38m,R,6.1,611,,"A Montana rancher (Jim Mitchum) comes to Los Angeles, searching for his runaway sister (Karen Lamm), who has become entangled in a world of crime, drugs, and prostitution.",https://www.imdb.com/title/tt0075344/?ref_=sr_i_236,"['James Mitchum', 'Karen Lamm', 'Anne Archer']",Richard T. Heffron,"['James Mitchum', 'Karen Lamm', 'Anne Archer', 'Erik Estrada', 'Cathy Lee Crosby', 'Vince Cannon', 'John Kerry', 'Roberto Rodriguez', 'Ernie Wheelwright', 'Zitto Kazann']",,,,,"June 4, 1976",['United States'],"Hollywood Boulevard, Hollywood, Los Angeles, California, USA",['Essaness Pictures'],,"['Action', 'Drama']",['English']
237. Hollywood High,1976,1h 21m,R,3.7,537,,Four high school girls are looking for fun. Together they frolic on the beach and cavort with their guys. In their search for a little privacy they meet up with a retired movie star whose mammoth house offers 10 private bedrooms.,https://www.imdb.com/title/tt0076149/?ref_=sr_i_237,"['Susanne Severeid', 'Sherry Hardin', 'Rae Sperling']",Patrick Wright,"['Susanne Severeid', 'Sherry Hardin', 'Rae Sperling', 'Marcy Albrecht', 'Kevin Mead', 'John William Young', 'Richard Hynes', 'Joseph Butcher', 'Marla Winters', 'Kress Hytes']",,,,,"November 8, 2023",['United States'],"Hollywood High School - 1521 N. Highland Avenue, Hollywood, Los Angeles, California, USA",['Peter Perry Productions'],,['Comedy'],['English']
238. The Keeper,1976,1h 28m,Not Rated,4.4,220,,"The Keeper of Underwood Asylum has the mental patients of the wealthiest families in British Columbia. The rest of the family members have been dying under mysterious circumstances, so Biggs hires private investigator Richard Driver, who puts his assistant, Maybelline, in the asylum pretending she is his cousin and that they came from a family where the parents were all first cousins to each other and they decided to keep their love platonic for genetic reasons. Then he tries to get Inspector Clarke to check him in as a narcoleptic who didn't wake up with his body. They all know what the keeper has been doing, but it is a matter of proving it, and avoiding the hypnotized Biggs twins and Danny, who he is able to keep catatonic with his machine. Inspector Clarke gives driver a lot of trouble, and the kid giving shoe shines looks down on everybody, knowing more.",https://www.imdb.com/title/tt0074737/?ref_=sr_i_238,"['Christopher Lee', 'Tell Schreiber', 'Sally Drake']",T.Y. Drake,"['Christopher Lee', 'Tell Schreiber', 'Sally Drake', 'Ross Vezarian', 'Ian Tracey', 'Bing Jensen', 'Jack Leavy', 'Leo Leavy', 'Malcolm Britton', 'Michael Meade']","CA$135,000 (estimated)",,,,1976,['Canada'],"Vancouver, British Columbia, Canada","['Lionsgate Productions', 'Canadian Film Development Corporation (CFDC)']",,"['Drama', 'Horror', 'Mystery']",['English']
239. Je t'aime moi non plus,1976,1h 29m,R,5.9,2.4K,,"Petite waitress Johnny works and lives in a truck-stop, where she's lonely and longs for love. She develops a crush on garbage-truck driver Krassky, although her sleazy boss Boris warns her that he's gay.",https://www.imdb.com/title/tt0073196/?ref_=sr_i_239,"['Jane Birkin', 'Joe Dallesandro', 'Hugues Quester']",Serge Gainsbourg,"['Jane Birkin', 'Joe Dallesandro', 'Hugues Quester', 'Reinhard Kolldehoff', 'Jimmy Davis', 'Maïté Nahyr', 'Liliane Rovère', 'Gillian Gill', 'Josiane Lévêque', 'Doris Thomas']",,,"$24,539",,"March 10, 1976",['France'],,"['Président Films', 'Renn Productions']",2 nominations total,['Drama'],['French']
240. Survive!,1976,1h 51m,R,5.7,803,,"A Uruguayan rugby team crashes in the Andes Mountains and has to survive the extremely cold temperatures and rough climate. As some of the people die, the survivors are forced to make a terrible decision between starvation and cannibalism.",https://www.imdb.com/title/tt0075290/?ref_=sr_i_240,"['Pablo Ferrel', 'Hugo Stiglitz', 'Norma Lazareno']",René Cardona,"['Pablo Ferrel', 'Hugo Stiglitz', 'Norma Lazareno', 'Luz María Aguilar', 'Fernando Larrañaga', 'Lorenzo de Rodas', 'Leonardo Daniel', 'Sara Guasch', 'Ernesto Gallardo', 'Gloria Chávez']",,,,"$5,000,000","January 15, 1976",['Mexico'],"Vail, Colorado, USA","['Avant Films S.A.', 'Corporación Nacional Cinematográfica (CONACINE)', 'Productora Filmica Real']",1 nomination total,"['Drama', 'Thriller']","['Spanish', 'English']"
241. L'adolescente,1976,1h 32m,,6.0,131,,A Sicilian couple struggles with the wife's refusal to consummate the marriage and the husband's repeated schemes for infidelity.,https://www.imdb.com/title/tt0074093/?ref_=sr_i_241,"['Alfonso Brescia', 'Aldo Crudo', 'Piero Regnoli']",Alfonso Brescia,"['Tuccio Musumeci', 'Daniela Giordano', 'Sonia Viviani', 'Dagmar Lassander', 'Gaetano Balestrieri', 'Aldo Cecconi', 'Marcello Martana', 'Giacomo Furia', 'Adriano Cornelli', 'Raffaele Sparanero']",,,,,"February 19, 1976",['Italy'],"Guidonia Montecelio, Rome, Lazio, Italy",['Hilda Film'],,['Comedy'],['Italian']
242. Track of the Moon Beast,1976,1h 30m,PG,2.3,3.9K,,In New Mexico mineralogist student Paul Carlson is struck in the head by a tiny shard of a meteor causing him to unknowingly transform into a bloodthirsty reptilian creature.,https://www.imdb.com/title/tt0075343/?ref_=sr_i_242,"['Chase Cordell', 'Leigh Drake', 'Gregorio Sala']",Richard Ashe,"['Chase Cordell', 'Leigh Drake', 'Gregorio Sala', 'Patrick Wright', 'Francine Kessler', 'Timothy Wayne Brown', 'Crawford MacCallum', 'Jeanne Swain', 'Alan Swain', 'Tim Butler']",,,,,"June 1, 1976",['United States'],"Sandia Peak, New Mexico, USA","['Brandon Films', 'Derio', 'Lizard Productions Inc.']",,"['Horror', 'Sci-Fi']",['English']
243. The Confessional,1976,1h 44m,R,6.3,1.4K,,"The story follows a young woman, who seeks out his church. There, she is manipulated into giving confession to Father Xavier Meldrum. Meldrum uses his status and crazed persistence to work his way into Jenny's life by any means necessary.",https://www.imdb.com/title/tt0072813/?ref_=sr_i_243,"['Anthony Sharp', 'Susan Penhaligon', 'Stephanie Beacham']",Pete Walker,"['Anthony Sharp', 'Susan Penhaligon', 'Stephanie Beacham', 'Norman Eshley', 'Sheila Keith', 'Hilda Barry', 'Stewart Bevan', 'Julia McCarthy', 'John Yule', 'Bill Kerr']",,,,,March 1977,['United Kingdom'],"The Green, Richmond, Surrey, England, UK",['Peter Walker (Heritage) Ltd.'],1 nomination total,['Horror'],['English']
244. Emmanuelle on Taboo Island,1976,1h 28m,R,3.6,380,,A shipwrecked sailor falls in love with a beautiful island woman.,https://www.imdb.com/title/tt0074479/?ref_=sr_i_244,"['Laura Gemser', 'Paolo Giusti', 'Arthur Kennedy']",Enzo D'Ambrosio,"['Laura Gemser', 'Paolo Giusti', 'Arthur Kennedy', 'Estrella Castellanos', 'Nicola Paguone', 'José Torres']",,,,,1983,"['Italy', 'Venezuela']",,['Delfino Cinematografica'],,['Drama'],"['Italian', 'English']"
245. The Clown Murders,1976,1h 36m,Not Rated,3.6,512,,"Four men kidnap an old girlfriend on Halloween night as a joke to ruin a real estate deal, only to have a very real clown-masked killer stalk them seeking revenge.",https://www.imdb.com/title/tt0072792/?ref_=sr_i_245,"['Stephen Young', 'Susan Keller', 'Lawrence Dane']",Martyn Burke,"['Stephen Young', 'Susan Keller', 'Lawrence Dane', 'John Candy', 'Gary Reineke', 'John Bayliss', 'Al Waxman', 'Michael Magee', 'Cec Linder', 'William Osler']","CA$135,000 (estimated)",,,,"September 17, 1976",['Canada'],"Toronto, Ontario, Canada","['Magnum Pictures', 'Canadian Film Development Corporation (CFDC)']",,"['Drama', 'Horror', 'Mystery', 'Thriller']",['English']
