Company,TotalBudget,TotalGrossWorldWide,Count,AverageGrossPerFilm,AverageBudgetPerFilm,Production-Weight
Mutiny FX,6347773.189948627,31088661.00278742,1,31088661.00278742,6347773.189948627,105537814.10251324
Pure Flix Productions,36723050.44851561,37002730.4040785,2,18501365.20203925,18361525.224257804,20480627.119890686
10 West Studios,36723050.44851561,32227375.314762324,2,16113687.657381162,18361525.224257804,15535512.376551326
Agi Orsi Productions,30375277.25856698,2620702.15826087,1,2620702.15826087,30375277.25856698,156725.8171936989
Vans,30375277.25856698,2620702.15826087,1,2620702.15826087,30375277.25856698,156725.8171936989
P2 Productions (II),11756498.924482254,11412974.025908884,1,11412974.025908884,11756498.924482254,7679715.124025686
Fuchs/Burg,44666322.49840663,22973946.25377948,1,22973946.25377948,44666322.49840663,8190614.110264448
Armian Pictures,30375277.25856698,23971020.959001966,1,23971020.959001966,30375277.25856698,13112281.779671475
26 Films,47547323.00195038,102535550.33101171,2,51267775.16550586,23773661.50097519,121461130.75657345
Walt Disney Feature Animation Florida,303738756.09148914,1031514570.1069782,2,515757285.0534891,151869378.04574457,1924265441.7971478
Cineritino S.r.L.,30375277.25856698,10099640.06311026,1,10099640.06311026,30375277.25856698,2327646.3847297193
Cam Sugar,30375277.25856698,48678.15318458418,1,48678.15318458418,30375277.25856698,54.0721198891359
John Flock Productions,30375277.25856698,1021269.9781682243,1,1021269.9781682243,30375277.25856698,23800.514256512386
De Fina-Cappa,53156735.202492215,10792639.762741433,1,10792639.762741433,53156735.202492215,1518876.7155181868
Allspark Pictures,158079973.07441252,280183379.3379814,2,140091689.6689907,79039986.53720626,272786165.9612156
DHX Media,8079973.074412532,74995616.33798139,1,74995616.33798139,8079973.074412532,482488875.8441423
JBRO,51454816.446402356,117422228.96908958,1,117422228.96908958,51454816.446402356,185737701.98571905
Cold Creek Manor Productions,30375277.25856698,48221466.18841305,1,48221466.18841305,30375277.25856698,53062295.333837286
Red Mullet,30375277.25856698,48221466.18841305,1,48221466.18841305,30375277.25856698,53062295.333837286
Adlabs Films,55940266.04837945,43210717.43663028,2,21605358.71831514,27970133.024189726,18334660.959564216
Balaji Motion Pictures,91125831.77570094,28073559.15356437,3,9357853.051188124,30375277.25856698,3996572.0616739686
K Sera Sera,30375277.25856698,25082014.354635097,1,25082014.354635097,30375277.25856698,14355887.10600433
SunnyMarch,31369735.48311006,32608878.53745102,2,16304439.26872551,15684867.74155503,18619813.490657825
42,60750554.51713396,48807477.2390551,2,24403738.61952755,30375277.25856698,21539565.149756063
Estudios Picasso,28716954.365079366,126752956.26304564,1,126752956.26304564,28716954.365079366,387795957.355146
Egg Pictures,110684360.1946002,257820464.28192294,3,85940154.76064098,36894786.7315334,277512605.724509
Dayday Films,8701509.464751957,53538217.33154373,1,53538217.33154373,8701509.464751957,228327739.36545014
Parkes/Lasker productions,78655523.73744021,79391184.61840925,2,39695592.30920462,39327761.86872011,44017948.11292115
Anger Management LLC,124199184.7826087,324152955.21601087,1,324152955.21601087,124199184.7826087,586417181.7170031
Columbia Pictures Industries,70828786.28960878,133273613.97737834,2,66636806.98868917,35414393.14480439,137750443.66822073
Pallas Film,30375277.25856698,6085906.839272439,1,6085906.839272439,30375277.25856698,845192.8421468516
Hill/Rosenman,20886830.64516129,28515679.191903226,1,28515679.191903226,20886830.64516129,26984871.60082082
Gallery Films,30375277.25856698,37312188.93717747,1,37312188.93717747,30375277.25856698,31769228.332459304
Walt Disney Studios,465193175.6542202,2090884204.5765674,3,696961401.5255225,155064391.88474008,4342710017.614849
Voletta Wallace Films,28405543.099791642,63089664.23060823,1,63089664.23060823,28405543.099791642,97126736.38087346
Bystorm Films,28405543.099791642,63089664.23060823,1,63089664.23060823,28405543.099791642,97126736.38087346
Pitt-Shelton Productions,124199184.7826087,84691687.40553261,1,84691687.40553261,124199184.7826087,40030248.63288125
The Pitt Group,124199184.7826087,84691687.40553261,1,84691687.40553261,124199184.7826087,40030248.63288125
Fluff and Fold LLC,30375277.25856698,1031484.2300734048,1,1031484.2300734048,30375277.25856698,24278.977660483746
Force 10 Productions (I),60750554.51713396,5755627.870155904,2,2877813.935077952,30375277.25856698,299536.41266087757
K5 International,9941940.084927075,14944881.986426583,1,14944881.986426583,9941940.084927075,15571817.292227125
Zanuck Independent,9941940.084927075,14944881.986426583,1,14944881.986426583,9941940.084927075,15571817.292227125
David Gundlach Productions,9941940.084927075,14944881.986426583,1,14944881.986426583,9941940.084927075,15571817.292227125
Fear.Com Productions Ltd.,67749193.9966648,32014907.029071704,1,32014907.029071704,67749193.9966648,10486385.475378051
Filmstudio Bojana,3598615.8352229786,6846563.254880953,1,6846563.254880953,3598615.8352229786,9028907.925406666
Delilah Films,30375277.25856698,1929393.9854401408,1,1929393.9854401408,30375277.25856698,84946.80540196056
Playground Productions,257173.41397304932,1147751.7205004292,1,1147751.7205004292,257173.41397304932,3550547.2440009005
Le Bureau,13079752.915774157,11316880.821464906,1,11316880.821464906,13079752.915774157,6787024.325154341
Les Films Christian Fechner,60750554.51713396,8776252.22222431,2,4388126.111112155,30375277.25856698,696437.908331784
Lilith Films I.A.,30375277.25856698,8581860.999019442,1,8581860.999019442,30375277.25856698,1680614.7165737138
Picrow,30375277.25856698,5565412.112361292,1,5565412.112361292,30375277.25856698,706805.4148992255
Sahara One Motion Pictures,30375277.25856698,1868355.2793650792,1,1868355.2793650792,30375277.25856698,79657.03506041398
Narsimha Enterprises,30375277.25856698,1868355.2793650792,1,1868355.2793650792,30375277.25856698,79657.03506041398
Groove LLC,884732.8687572591,2056120.9564576077,1,2056120.9564576077,884732.8687572591,3312154.7379167597
415 Productions,884732.8687572591,2056120.9564576077,1,2056120.9564576077,884732.8687572591,3312154.7379167597
Streamers International,30375277.25856698,1157781.9408032128,1,1157781.9408032128,30375277.25856698,30588.540284199185
Limelight Productions,30375277.25856698,9649954.846152717,1,9649954.846152717,30375277.25856698,2124984.529925457
Dodi Fayed - Jack Wiener,64490798.664480105,104445260.88174286,2,52222630.44087143,32245399.332240053,92916786.1009083
Outerbanks Entertainment,59286615.46338965,46215043.199406035,1,46215043.199406035,59286615.46338965,24970976.705901414
Kino Link Company,2056018.8933873146,911163.8369635629,1,911163.8369635629,2056018.8933873146,279892.5310053682
Varius Entertainment Trading A.G.,18945202.07253886,8420741.314466322,1,8420741.314466322,18945202.07253886,2594339.8772269418
Richmond Light Horse Productions,18945202.07253886,8420741.314466322,1,8420741.314466322,18945202.07253886,2594339.8772269418
Milkshake Films,15601740.91141833,43077768.68840757,1,43077768.68840757,15601740.91141833,82443951.53989726
The Vista Organisation,77637448.7914137,6893297.963835331,2,3446648.9819176653,38818724.39570685,336199.6862379577
Marlboro Road Gang Productions,8517557.263309196,24581601.337409303,2,12290800.668704651,4258778.631654598,38969042.68074056
Artists Production Group (APG),42046341.96194856,54642477.446306355,2,27321238.723153178,21023170.98097428,39007399.85439238
Paradis Films,134612135.3961503,150235967.83658233,4,37558991.95914558,33653033.84903757,67464896.85416928
Karla Films,43486303.62044935,110420584.98098595,1,110420584.98098595,43486303.62044935,194344857.9848666
Mikona Productions GmbH & Co. KG,237641344.00754043,890572345.8203099,3,296857448.60677,79213781.33584681,1542235204.5840511
21st Century Film Corporation,50446866.75228244,21354248.348126926,3,7118082.7827089755,16815622.250760812,4177039.507945189
Sawmill Entertainment Corporation,30375277.25856698,4250334.124774292,1,4250334.124774292,30375277.25856698,412241.1624308561
Unione Cinematografica Internazionale,30375277.25856698,1821383.235016129,1,1821383.235016129,30375277.25856698,75702.09175645391
Duea Film,30375277.25856698,1821383.235016129,1,1821383.235016129,30375277.25856698,75702.09175645391
Dune Vision,30375277.25856698,9240566.692357732,1,9240566.692357732,30375277.25856698,1948509.026209475
Arches Films,30375277.25856698,9240566.692357732,1,9240566.692357732,30375277.25856698,1948509.026209475
Les Films du Worso,30375277.25856698,9240566.692357732,1,9240566.692357732,30375277.25856698,1948509.026209475
Pacific Motion Pictures,91125831.77570094,9592510.760702748,3,3197503.586900916,30375277.25856698,466613.4860576679
Dunlevy Pictures,30375277.25856698,3674533.3606105917,1,3674533.3606105917,30375277.25856698,308112.6998728214
Eurotrustees,30375277.25856698,135843116.5273984,1,135843116.5273984,30375277.25856698,421095386.7252794
Investimage,30375277.25856698,2213187.9564788733,1,2213187.9564788733,30375277.25856698,111774.26089091608
Les Productions Benannah,30375277.25856698,619936.0908695653,1,619936.0908695653,30375277.25856698,8769.989051064698
Mistress Productions,30375277.25856698,2394330.072972202,1,2394330.072972202,30375277.25856698,130819.73075226945
Meir Teper,30375277.25856698,2394330.072972202,1,2394330.072972202,30375277.25856698,130819.73075226945
St. Michael Finance Limited,30375277.25856698,2124644.828253012,1,2124644.828253012,30375277.25856698,103009.64518827632
Cardiff Giant Productions,8602540.937323546,9429508.359153021,1,9429508.359153021,8602540.937323546,7164350.304451431
Resnick Interactive Development,8602540.937323546,9429508.359153021,1,9429508.359153021,8602540.937323546,7164350.304451431
Belle Pictures,78478517.49464494,78546712.7103972,1,78546712.7103972,78478517.49464494,54491742.85445496
Footloose Productions,44770073.97789206,16556813.576784953,1,16556813.576784953,44770073.97789206,4244154.319653288
1818 Productions,15296285.14056225,37422753.18128514,1,37422753.18128514,15296285.14056225,63461591.73326091
Lone Wolf McQuade Associates,15296285.14056225,37422753.18128514,1,37422753.18128514,15296285.14056225,63461591.73326091
Classic Media,30375277.25856698,95919036.58136797,1,95919036.58136797,30375277.25856698,209949491.1219569
Gainax,60750554.51713396,3132592.6140950155,2,1566296.3070475077,30375277.25856698,88730.32040166364
Louverture Films,30375277.25856698,2043969.7172300045,1,2043969.7172300045,30375277.25856698,95335.38496197843
Busboy Productions,6435480.873208975,4082145.2178206947,1,4082145.2178206947,6435480.873208975,1794821.889710792
International Traders,6435480.873208975,4082145.2178206947,1,4082145.2178206947,6435480.873208975,1794821.889710792
AR-TL,96782001.05876125,274649172.3795659,1,274649172.3795659,96782001.05876125,540240891.1124643
Warner Bros. Pictures Animation,405874662.908553,609155710.7201144,4,152288927.6800286,101468665.72713825,367856924.19720453
Chislehurst Entertainment Productions,16482406.080112517,22873065.814559665,1,22873065.814559665,16482406.080112517,22001566.85823074
Jay Weston Productions,41701916.058394164,118778224.70742701,1,118778224.70742701,41701916.058394164,234500142.57127184
Oliane Productions,60750554.51713396,6418224.008348823,2,3209112.0041744113,30375277.25856698,372472.27534357365
Smash Pictures (II),499839.23884514434,4426430.346154856,1,4426430.346154856,499839.23884514434,27170797.373596348
R-Caro Productions,30375277.25856698,12178461.33170635,1,12178461.33170635,30375277.25856698,3384465.203085214
Tohokushinsha Film Corporation (TFC),60456746.03174604,92071375.60852183,1,92071375.60852183,60456746.03174604,97191874.07025246
Gil Friesen Productions,1307975.2915774155,7637749.062427831,1,7637749.062427831,1307975.2915774155,30914106.03289353
Goldmann Pictures,112806388.66869344,242890100.30943316,1,242890100.30943316,112806388.66869344,362502823.30812
Domain Entertainment (II),205000000.0,439381226.0,1,439381226.0,205000000.0,652761591.5628783
Cinema Group 75,1699081.7843866171,1659736.713866171,1,1659736.713866171,1699081.7843866171,1123801.4258576261
Sanrio Company,1699081.7843866171,1659736.713866171,1,1659736.713866171,1699081.7843866171,1123801.4258576261
Transcentury Productions,1699081.7843866171,1659736.713866171,1,1659736.713866171,1699081.7843866171,1123801.4258576261
Film Par Film,121501109.03426792,12462812.066960562,4,3115703.0167401405,30375277.25856698,514358.69563591137
Divali Films,30375277.25856698,6911717.43681351,1,6911717.43681351,30375277.25856698,1090127.1612089858
Translux,15695703.498928988,113925626.261911,1,113925626.261911,15695703.498928988,573175375.6304653
Ram Bergman Productions,422358553.99517924,1666593168.3047144,2,833296584.1523572,211179276.99758962,3612371082.4775643
Forensic Films,53046557.020471744,21103451.58337399,2,10551725.791686995,26523278.510235872,4611733.899223186
Destination Films,94140998.67648847,34720055.4951295,4,8680013.873782376,23535249.66912212,5152242.03312637
K/O Paper Products,268127163.14782333,1163803280.3157623,3,387934426.77192074,89375721.04927444,2334277815.7875605
SOIXAN7E QUIN5E,98098146.86830617,460046287.06704676,1,460046287.06704676,98098146.86830617,1495435608.3658237
Goodspeed Productions,28304482.519983467,73167064.67057125,1,73167064.67057125,28304482.519983467,131099642.18303002
Bang Singapore,5418393.4311079895,5996053.773191843,1,5996053.773191843,5418393.4311079895,4599238.837001231
Bali Film Center,5418393.4311079895,5996053.773191843,1,5996053.773191843,5418393.4311079895,4599238.837001231
Bullet Productions,5418393.4311079895,5996053.773191843,1,5996053.773191843,5418393.4311079895,4599238.837001231
RCA/Columbia Pictures Home Video,5863830.36350677,3742685.2882252308,1,3742685.2882252308,5863830.36350677,1655810.694161809
No Frills Film Production,16166518.44465639,28976796.486838926,2,14488398.243419463,8083259.222328195,28529797.954686347
Tax Shelter du Gouvernement Fédéral Belge,36739059.13900705,68557162.31457205,1,68557162.31457205,36739059.13900705,88675387.96921544
Illuminata Pictures,36739059.13900705,68557162.31457205,1,68557162.31457205,36739059.13900705,88675387.96921544
Boomtown films,30375277.25856698,5914069.401291083,1,5914069.401291083,30375277.25856698,798138.1013556421
Religioso Primitiva,19460894.160583943,23251409.28160584,1,23251409.28160584,19460894.160583943,19255785.171842143
87North,128251099.41451502,392920844.6100737,3,130973614.87002456,42750366.47150501,556266931.471206
Envision Media Arts,30375277.25856698,4832061.658623483,1,4832061.658623483,30375277.25856698,532807.2737056778
SPK Pictures,30375277.25856698,13978364.878446238,1,13978364.878446238,30375277.25856698,4458799.622665602
Arbaaz Khan Productions,24269828.904333934,9708305.463659639,2,4854152.731829819,12134914.452166967,2133214.8947183867
Shree Ashtavinayak Cine Vision,56447860.78456673,63095076.06508187,4,15773769.016270468,14111965.196141683,28376425.301295694
Alquimia Cinema,30375277.25856698,12178836.268673914,1,12178836.268673914,30375277.25856698,3384673.600619055
Colorado Film Production,30375277.25856698,12178836.268673914,1,12178836.268673914,30375277.25856698,3384673.600619055
Rocking Chair Productions,115223445.37815127,120275055.20992796,2,60137527.60496398,57611722.689075634,68964363.06285486
Baldwin/Cohen Productions,51210420.168067224,16262276.778787514,1,16262276.778787514,51210420.168067224,3579561.419536389
Ruddy Productions,37108041.480606705,18566090.974159498,1,18566090.974159498,37108041.480606705,6438702.752039637
Vendian Entertainment,72364614.36541435,35686736.529767886,2,17843368.264883943,36182307.182707176,9667226.050663069
Space Rocket Nation,8886882.465928078,3902230.0907890187,1,3902230.0907890187,8886882.465928078,1187686.3677369046
Center for Asian American Media (CAAM),60750554.51713396,5278034.3656926025,2,2639017.1828463012,30375277.25856698,251888.6725655108
5 Card Productions,30375277.25856698,3089094.3563066204,1,3089094.3563066204,30375277.25856698,217754.7104077419
Celestial Pictures,30375277.25856698,3089094.3563066204,1,3089094.3563066204,30375277.25856698,217754.7104077419
New Gold Entertainment,33520572.057205718,36381278.01359736,1,36381278.01359736,33520572.057205718,27369693.97305721
Victory Company,33520572.057205718,36381278.01359736,1,36381278.01359736,33520572.057205718,27369693.97305721
Filmcrest Productions,30375277.25856698,2822730.910196891,1,2822730.910196891,30375277.25856698,181821.05286219198
Archerwest,30375277.25856698,2822730.910196891,1,2822730.910196891,30375277.25856698,181821.05286219198
Brownstone Productions (II),208464986.90031013,784844107.0515659,4,196211026.76289147,52116246.72507753,1188907089.8793125
Whispering Steppes L.P.,30375277.25856698,1904004.285828221,1,1904004.285828221,30375277.25856698,82725.81482651466
Bauer Martinez Studios,30375277.25856698,9199261.709404763,1,9199261.709404763,30375277.25856698,1931128.435492599
Illusion Entertainment Group,36070641.74454828,12685661.213682244,1,12685661.213682244,36070641.74454828,3092415.2740514786
Lost Soul Productions,29248639.186900057,7396707.289565218,1,7396707.289565218,29248639.186900057,1296572.0679335387
Phantom Four Films,97214866.01490866,215017971.6699307,6,35836328.611655116,16202477.669151442,154236930.00202557
Oak Productions,179236470.5882353,289516430.41714877,1,289516430.41714877,179236470.5882353,324149613.86886525
Finnegan/Pinchuk Productions,60750554.51713396,53564807.967451684,2,26782403.983725842,30375277.25856698,25943186.34040965
Adventure Films,30375277.25856698,2050695.7182803738,1,2050695.7182803738,30375277.25856698,95963.84919105028
Dolphin Entertainment,12695546.379897254,7963158.3199906675,1,7963158.3199906675,12695546.379897254,3462141.1123037655
Mattel Entertainment,12695546.379897254,7963158.3199906675,1,7963158.3199906675,12695546.379897254,3462141.1123037655
IMF Internationale Medien und Film GmbH & Co. 2. Produktions KG,169372984.99166203,111305364.2270817,1,111305364.2270817,169372984.99166203,50700647.972808525
FGM Entertainment,99772799.32832028,199524467.30510694,2,99762233.65255347,49886399.66416014,219176818.96730232
Layton,30375277.25856698,24989820.375565697,1,24989820.375565697,30375277.25856698,14250545.175066596
Twilight Motion Picture Seven Ltd. Partnership,30375277.25856698,10412414.55342144,1,10412414.55342144,30375277.25856698,2474047.9430850665
Cannon Pictures,30375277.25856698,10412414.55342144,1,10412414.55342144,30375277.25856698,2474047.9430850665
Possibility Pictures,4192069.9269912313,4568721.820504825,1,4568721.820504825,4192069.9269912313,3451329.105130897
Mercy Creek Entertainment,4192069.9269912313,4568721.820504825,1,4568721.820504825,4192069.9269912313,3451329.105130897
Shane Productions,19658193.548387095,39546513.282274194,1,39546513.282274194,19658193.548387095,55143998.29776373
Leeds/Ben-Ami Productions,30375277.25856698,702506.3503680981,1,702506.3503680981,30375277.25856698,11261.745772280105
Film Victoria,97541610.66610686,10959109.245351993,4,2739777.311337998,24385402.666526716,495421.472625237
Georgetown Productions Inc.,8911612.307327386,65852348.073238,2,32926174.036619,4455806.153663693,267301073.18916166
Rook Films,30375277.25856698,1072745.626576923,1,1072745.626576923,30375277.25856698,26260.241491962057
Arclight Films,30375277.25856698,1072745.626576923,1,1072745.626576923,30375277.25856698,26260.241491962057
Dick Clark Productions,30375277.25856698,40760694.490743496,1,40760694.490743496,30375277.25856698,37913018.28341879
Groove Corporation,30375277.25856698,806241.492,1,806241.492,30375277.25856698,14833.222105278433
Eisei Gekijo,30375277.25856698,806241.492,1,806241.492,30375277.25856698,14833.222105278433
Haunted Machine Productions,8046707.746478873,38041022.7681162,1,38041022.7681162,8046707.746478873,124655545.20267014
Larry Franco Productions,18349395.827628493,72685364.57121003,2,36342682.28560501,9174697.913814247,158156350.09384283
Wega Film,67751758.50898382,78497923.72981094,3,26165974.576603647,22583919.502994608,42027152.87040435
Trust Me,29391247.311205637,36739304.5559221,1,36739304.5559221,29391247.311205637,31832394.349812027
Allen Smithee Classic Films,30375277.25856698,17314823.556259625,1,17314823.556259625,30375277.25856698,6841342.779094768
Universal Southwest Cinema,30375277.25856698,17314823.556259625,1,17314823.556259625,30375277.25856698,6841342.779094768
Laura Film,150478863.56456867,20845201.332056098,2,10422600.666028049,75239431.78228433,1586175.1525731676
Applied Action,143131355.6079502,197804803.24124166,2,98902401.62062083,71565677.8039751,150159681.64530638
Rhino Films,30375277.25856698,23295258.62973006,1,23295258.62973006,30375277.25856698,12383410.885509102
Forager Films,30375277.25856698,385403.80681147,1,385403.80681147,30375277.25856698,3389.5122702032813
Hill District Media,75232964.4334885,231038197.41470367,1,231038197.41470367,75232964.4334885,491795851.7599306
Flickers Productions,30375277.25856698,14374.23189591078,1,14374.23189591078,30375277.25856698,4.71492190947535
Limehouse Productions,30375277.25856698,14374.23189591078,1,14374.23189591078,30375277.25856698,4.71492190947535
Michael Ritchie Productions,30375277.25856698,33145665.82039877,1,33145665.82039877,30375277.25856698,25070252.330262605
Zaloom Mayfield Productions,30375277.25856698,2950484.052848752,1,2950484.052848752,30375277.25856698,198651.45648169582
Broad Street Pictures,2285198.348381506,2123083.8384380457,1,2123083.8384380457,2285198.348381506,1367211.9582124623
Focus Films,46453721.06154715,22162906.870186336,1,22162906.870186336,46453721.06154715,7329230.771218453
Fifty First Films,46453721.06154715,22162906.870186336,1,22162906.870186336,46453721.06154715,7329230.771218453
Promenade Pictures,14695623.655602818,1545842.9392694193,1,1545842.9392694193,14695623.655602818,112711.4852849368
Ten Chimneys Entertainment,14695623.655602818,1545842.9392694193,1,1545842.9392694193,14695623.655602818,112711.4852849368
Huhu Studios,14695623.655602818,1545842.9392694193,1,1545842.9392694193,14695623.655602818,112711.4852849368
KGA,15296285.14056225,3742083.1967871487,1,3742083.1967871487,15296285.14056225,634550.7590418523
Harold Robbins International Company,15296285.14056225,3742083.1967871487,1,3742083.1967871487,15296285.14056225,634550.7590418523
Because Entertainment,30375277.25856698,3005895.8467944255,1,3005895.8467944255,30375277.25856698,206183.10093825508
Hope and Gravy Inc.,30375277.25856698,3005895.8467944255,1,3005895.8467944255,30375277.25856698,206183.10093825508
Curzon Film Distributors,8495408.921933085,59643618.30511152,1,59643618.30511152,8495408.921933085,290247934.12644094
Les Productions Lazennec,60750554.51713396,5097153.445116775,2,2548576.7225583876,30375277.25856698,234919.80199406442
Family Viewing Productions,30375277.25856698,887199.6053303966,1,887199.6053303966,30375277.25856698,17961.718682965045
Beck Woods,45000000.0,60730568.0,1,60730568.0,45000000.0,56810372.0247538
The Combine,30375277.25856698,6717320.183858813,1,6717320.183858813,30375277.25856698,1029668.221824651
Sierra / Affinity,64240236.20299192,62748827.76926641,2,31374413.884633206,32120118.10149596,33668096.38930944
Universal Family and Home Entertainment,914471.7887154862,3756006.3199039614,1,3756006.3199039614,914471.7887154862,10693202.164339868
Alcatraz Films,8226677.357407163,2588296.7068460854,1,2588296.7068460854,8226677.357407163,564454.728560368
Martel Media,30375277.25856698,648603.152476754,1,648603.152476754,30375277.25856698,9599.825099940435
NorthSouth,6439180.050718512,1526322.633846154,1,1526322.633846154,6439180.050718512,250776.92973251818
Santa Fe Institute for Regional Education,36814457.30928549,6982932.364913512,2,3491466.182456756,18407228.654642746,727564.8766733364
Elevation Pictures,30375277.25856698,2499064.7644960997,1,2499064.7644960997,30375277.25856698,142514.88698056852
Fictive,30375277.25856698,3252619.0,1,3252619.0,30375277.25856698,241419.08492481528
NEOPA,30375277.25856698,3252619.0,1,3252619.0,30375277.25856698,241419.08492481528
Good Egg Productions,28040061.34969325,22840757.275312882,1,22840757.275312882,28040061.34969325,12896370.421705035
Lyrick Studios Video,28040061.34969325,22840757.275312882,1,22840757.275312882,28040061.34969325,12896370.421705035
China Film Group Corporation (CFGC),370002989.9475503,1161533089.962754,5,232306617.9925508,74000597.98951006,1306675185.2177298
Beijing Jinyi Jiayi Film Distribution,30375277.25856698,30396949.832750544,1,30396949.832750544,30375277.25856698,21084593.07619131
FilmTeknik,30375277.25856698,23643527.261784386,1,23643527.261784386,30375277.25856698,12756447.466836322
Isabella Films B.V.,16559891.304347826,27639480.332250003,1,27639480.332250003,16559891.304347826,31976264.368411515
Something Else B.V.,16559891.304347826,27639480.332250003,1,27639480.332250003,16559891.304347826,31976264.368411515
Khara Corporation,30375277.25856698,105569513.94621544,1,105569513.94621544,30375277.25856698,254321018.59042078
Studio Khara,30375277.25856698,105569513.94621544,1,105569513.94621544,30375277.25856698,254321018.59042078
Vinod Chopra Films,30375277.25856698,915537.9775691002,1,915537.9775691002,30375277.25856698,19127.4880088037
Film Fireworks,101837723.2806952,75627817.90151115,1,75627817.90151115,101837723.2806952,38929598.009766646
China Modern Film and Television Development,101837723.2806952,75627817.90151115,1,75627817.90151115,101837723.2806952,38929598.009766646
Fifth Season,69419727.64463112,57371536.806837775,3,19123845.602279257,23139909.21487704,21910095.14137449
Creative Capital,30375277.25856698,128437.37273622132,1,128437.37273622132,30375277.25856698,376.43330154006196
Arrête ton Cinéma,30375277.25856698,128437.37273622132,1,128437.37273622132,30375277.25856698,376.43330154006196
Capgen Investment Group,12036832.386332773,48359037.555801325,1,48359037.555801325,12036832.386332773,134669282.386784
21 Century Shengkai Film,42412109.644899756,73235130.71441166,2,36617565.35720583,21206054.822449878,69464594.28566352
Gimages,30375277.25856698,37162875.10268478,1,37162875.10268478,30375277.25856698,31515472.435063105
Mainman,30375277.25856698,2372260.3588980716,1,2372260.3588980716,30375277.25856698,128419.18629246527
Bewlay Bros.,30375277.25856698,2372260.3588980716,1,2372260.3588980716,30375277.25856698,128419.18629246527
Federal Films,30375277.25856698,1743891.2848950066,1,1743891.2848950066,30375277.25856698,69397.53184792315
BCDF Pictures,37065875.92713368,19253336.34091319,3,6417778.780304397,12355291.975711226,4621382.651540869
Vistar Films,25486226.765799254,70578682.12518588,1,70578682.12518588,25486226.765799254,135477448.13077527
Meanwhile Films,1769465.7375145182,3572765.4293960514,1,3572765.4293960514,1769465.7375145182,5000256.812501788
Banner Entertainment,38348337.28613397,55609176.753789805,2,27804588.376894902,19174168.643066984,44295626.64336502
SLM Entertainment,68543279.21350831,38868628.620391384,2,19434314.310195692,34271639.606754154,12107319.827013269
Magnolia Films,18984548.28660436,18213591.476049844,1,18213591.476049844,18984548.28660436,12112014.3169812
A.J.O.Z. Films,60750554.51713396,23646144.19976694,2,11823072.09988347,30375277.25856698,5055741.703496457
Beverly Hills Brats Entertainment,30375277.25856698,473175.175983871,1,473175.175983871,30375277.25856698,5109.155429930188
Moore/Rivers Productions,30375277.25856698,473175.175983871,1,473175.175983871,30375277.25856698,5109.155429930188
Newman/Tooley Films,55170005.18803086,354100410.6706388,2,177050205.3353194,27585002.59401543,1248430277.9257967
Slap Happy Productions (II),48395085.78836438,353145636.52321243,1,353145636.52321243,48395085.78836438,1786207406.8668349
Hammer & Tongs,11780059.04256739,15976272.30950796,1,15976272.30950796,11780059.04256739,15018581.045450395
Good Film Productions,11780059.04256739,15976272.30950796,1,15976272.30950796,11780059.04256739,15018581.045450395
Connexion Film Productions,30375277.25856698,13673098.440775087,1,13673098.440775087,30375277.25856698,4266179.174876846
Generations Films,30375277.25856698,310598.66218623484,1,310598.66218623484,30375277.25856698,2201.427421652336
Such Much Films,30375277.25856698,310598.66218623484,1,310598.66218623484,30375277.25856698,2201.427421652336
Lewin Films,30375277.25856698,310598.66218623484,1,310598.66218623484,30375277.25856698,2201.427421652336
Cooperativa José Revueltas,30375277.25856698,1765408.0407782674,1,1765408.0407782674,30375277.25856698,71120.59984340287
3 Ring Circus Films,1898454.8286604362,1032205.0779813085,1,1032205.0779813085,1898454.8286604362,389006.78427039465
Tango Film,60750554.51713396,126143.27191957876,2,63071.63595978938,30375277.25856698,143.87733789703063
Rialto Film,30375277.25856698,25727.58441450777,1,25727.58441450777,30375277.25856698,15.104391503595242
Anuline,30375277.25856698,4200822.907309711,1,4200822.907309711,30375277.25856698,402692.8859197773
C2 Motion Picture Group,114528096.22251457,67634750.46915993,1,67634750.46915993,114528096.22251457,27685553.060854565
Pellikola,12855702.333587887,4287282.8816245245,1,4287282.8816245245,12855702.333587887,991046.2733522248
Bundesministerium des Inneren (BMI),60750554.51713396,3106298.3622735543,2,1553149.1811367772,30375277.25856698,87247.00869320375
Les Films du Cru,7063888.320048221,28313165.17601648,1,28313165.17601648,7063888.320048221,78660822.24172202
International Production Company,129167152.17391305,296861229.2891739,1,296861229.2891739,129167152.17391305,472912005.762166
Angry Films,167780037.41316688,316994432.98819727,2,158497216.49409863,83890018.70658344,328986017.8718431
Signature Pictures,97982731.97907197,248444885.22749883,2,124222442.61374941,48991365.98953599,346038987.873375
The Bubble Factory,294840997.2878731,157075906.7202709,5,31415181.34405418,58968199.45757462,29987549.86931999
American Films,49579617.97323136,38995680.39541109,1,38995680.39541109,49579617.97323136,21259609.818662148
Big Bug Pictures,199337757.0093458,230120019.3187165,1,230120019.3187165,199337757.0093458,184138540.891322
Blessington Film Productions,50004033.88035998,44178994.61320275,1,44178994.61320275,50004033.88035998,27055282.747848563
"Zespol Filmowy ""Tor""",30375277.25856698,4867936.601894273,1,4867936.601894273,30375277.25856698,540748.143768078
Sidéral Productions,30375277.25856698,4867936.601894273,1,4867936.601894273,30375277.25856698,540748.143768078
