Company,TotalBudget,TotalGrossWorldWide,Count,AverageGrossPerFilm,AverageBudgetPerFilm,Production-Weight
Duly Noted,8817374.19336169,1122125.491969789,1,1122125.491969789,8817374.19336169,98984.92227197044
B&W Films,8817374.19336169,1122125.491969789,1,1122125.491969789,8817374.19336169,98984.92227197044
Universe Entertainment,47001058.515224114,299327770.3848069,2,149663885.19240344,23500529.257612057,1047130572.3193072
Romper Stomper Pty. Ltd.,30375277.25856698,381205.4401425516,1,381205.4401425516,30375277.25856698,3316.0677108992295
Seon Film Productions,30375277.25856698,381205.4401425516,1,381205.4401425516,30375277.25856698,3316.0677108992295
Planet Pictures,30375277.25856698,3810388.6866043615,1,3810388.6866043615,30375277.25856698,331317.03669730306
YTC Motion Picture Investments,30375277.25856698,3810388.6866043615,1,3810388.6866043615,30375277.25856698,331317.03669730306
Creative Freedom,3033587.2755438914,7795615.5058998745,1,7795615.5058998745,3033587.2755438914,13885764.281147989
TPS Cinéma,30375277.25856698,9017582.012751527,1,9017582.012751527,30375277.25856698,1855604.4780232531
Légende Films,24772520.325203255,106351402.4585366,1,106351402.4585366,24772520.325203255,316476677.3173743
Harbour Pictures,46935168.5629148,170195000.35362405,2,85097500.17681202,23467584.2814574,339007784.7655132
Price Productions,30375277.25856698,15523939.71001536,1,15523939.71001536,30375277.25856698,5499321.437446814
LF Hungary Film Rights Exploitation,30375277.25856698,32469275.78376919,1,32469275.78376919,30375277.25856698,24057495.551750552
Atkinson/Knickerbocker Productions,30375277.25856698,40116961.07412686,1,40116961.07412686,30375277.25856698,36724954.33310856
Equinox Films,3681708.4501702036,22367369.087401617,1,22367369.087401617,3681708.4501702036,94190233.83710326
Bling Unplugged,3681708.4501702036,22367369.087401617,1,22367369.087401617,3681708.4501702036,94190233.83710326
Forum Sarajevo,30375277.25856698,98407.98514869888,1,98407.98514869888,30375277.25856698,220.98657459796507
Centar Film,30375277.25856698,98407.98514869888,1,98407.98514869888,30375277.25856698,220.98657459796507
Televizija Sarajevo,30375277.25856698,98407.98514869888,1,98407.98514869888,30375277.25856698,220.98657459796507
No Frills Films,25644391.736801837,38860089.139862284,1,38860089.139862284,25644391.736801837,40816958.847853914
Global Medien KG,243249495.7983193,548930651.8345379,1,548930651.8345379,243249495.7983193,858634780.7999008
Facilitator Films,19104310.752283663,73152686.6312855,1,73152686.6312855,19104310.752283663,194157713.49983358
Eruk Films,30375277.25856698,155716221.7730205,1,155716221.7730205,30375277.25856698,553315613.8105763
MBST/Lloyd Productions,24087114.62450593,24677297.107035574,1,24677297.107035574,24087114.62450593,17524105.596962385
AG Studios,47673562.62492324,64208910.180116326,1,64208910.180116326,47673562.62492324,59942996.70237754
Fuji Creative (FCC),30375277.25856698,10513680.821865031,1,10513680.821865031,30375277.25856698,2522404.817000033
Stick Figure Productions,30375277.25856698,1043086.8236817297,1,1043086.8236817297,30375277.25856698,24828.251107883814
Believe Entertainment Group,30375277.25856698,1043086.8236817297,1,1043086.8236817297,30375277.25856698,24828.251107883814
Brookwood Entertainment,30375277.25856698,123323.12642214533,1,123323.12642214533,30375277.25856698,347.0517691862271
Capri Releasing,5331282.718848857,13896410.806875002,1,13896410.806875002,5331282.718848857,25107243.56921384
Media 8 Entertainment,31970002.137180258,140879773.4016371,2,70439886.70081855,15985001.068590129,341011543.497644
Kennedy Miller Mitchell,375706313.30371296,704726872.353332,2,352363436.176666,187853156.65185648,726118711.4132532
Alliance,1990700.9765063548,2050407.4073277176,1,2050407.4073277176,1990700.9765063548,1463860.7144065895
Noé Productions,34281713.15600288,9930207.759975685,2,4965103.879987842,17140856.57800144,1580041.922291099
Man's Films,60750554.51713396,8937426.148165155,2,4468713.074082578,30375277.25856698,722252.6480237885
Fabrica,30375277.25856698,8359723.896318465,1,8359723.896318465,30375277.25856698,1594737.0273920742
Basic Cinematografica,30375277.25856698,990339.6663142439,1,990339.6663142439,30375277.25856698,22380.694489523285
Titanus,30375277.25856698,990339.6663142439,1,990339.6663142439,30375277.25856698,22380.694489523285
New Amsterdam Film Company,30375277.25856698,19094055.36201044,1,19094055.36201044,30375277.25856698,8319583.12142055
Big Picture Media Corporation,30375277.25856698,7626959.330239131,1,7626959.330239131,30375277.25856698,1327419.127799702
Versus Production,37843614.522309214,9427682.97521945,2,4713841.487609725,18921807.261154607,1290124.9878583222
Geechee Girls,30375277.25856698,3780190.7308810577,1,3780190.7308810577,30375277.25856698,326086.36234595586
WMG Film,47749589.44673519,11512778.223667942,2,5756389.111833971,23874794.723367594,1524772.6468426215
Hungarofilm,30375277.25856698,212840.6573964497,1,212840.6573964497,30375277.25856698,1033.7473126990608
Mafilm,30375277.25856698,212840.6573964497,1,212840.6573964497,30375277.25856698,1033.7473126990608
Central Cinema Company Film (CCC),30375277.25856698,212840.6573964497,1,212840.6573964497,30375277.25856698,1033.7473126990608
Red Stripe,30375277.25856698,81237.02648704663,1,81237.02648704663,30375277.25856698,150.59593438039218
Scout Productions,2580762.2811970636,2773904.8098136648,1,2773904.8098136648,2580762.2811970636,2066619.7027149254
Demarest Films,84128897.39468235,76238836.48855162,3,25412945.496183872,28042965.798227448,31925780.576062202
See-Saw Films,86281095.0841984,88881844.69284439,4,22220461.173211098,21570273.7710496,36840431.36716801
Hi-Def Entertainment,30375277.25856698,6895345.331944323,1,6895345.331944323,30375277.25856698,1084968.8085827827
Jizzy Entertainment,30375277.25856698,6895345.331944323,1,6895345.331944323,30375277.25856698,1084968.8085827827
Les Films Flam,30375277.25856698,2052631.8208136484,1,2052631.8208136484,30375277.25856698,96145.1374793519
Friday Night Lights LLC,48391000.52938063,99928658.12885125,1,99928658.12885125,48391000.52938063,143034555.48338476
You Want I Should,30375277.25856698,7769309.520308521,1,7769309.520308521,30375277.25856698,1377431.6489221505
Sunbeam TV & Films,30375277.25856698,7769309.520308521,1,7769309.520308521,30375277.25856698,1377431.6489221505
Red Mullet Productions,45562915.88785047,5017583.838417445,1,5017583.838417445,45562915.88785047,383003.92697223043
Farah Films,28405543.099791642,32584312.371022243,1,32584312.371022243,28405543.099791642,25908333.85995404
Stars Road Entertainment,28405543.099791642,32584312.371022243,1,32584312.371022243,28405543.099791642,25908333.85995404
Peninsula Films,24839836.956521742,39201679.24040218,1,39201679.24040218,24839836.956521742,42883089.04271416
Kindred Spirit,3575517.1968692425,27503661.316584326,1,27503661.316584326,3575517.1968692425,146645119.1366353
Headquarters (III),30375277.25856698,2215322.9011631845,1,2215322.9011631845,30375277.25856698,111990.01026833813
JLT Productions,42467177.70034844,64780131.803077824,1,64780131.803077824,42467177.70034844,68494502.59739466
Possible Films,30375277.25856698,2540768.5431152647,1,2540768.5431152647,30375277.25856698,147311.08150786412
Shooting Gallery,62806825.682778135,4551983.755540706,3,1517327.9185135688,20935608.560926046,152450.46900168963
Matador Pictures,30375277.25856698,34616270.74320437,1,34616270.74320437,30375277.25856698,27344234.39428092
Sixteen Films,30375277.25856698,34616270.74320437,1,34616270.74320437,30375277.25856698,27344234.39428092
Regent Capital,30375277.25856698,34616270.74320437,1,34616270.74320437,30375277.25856698,27344234.39428092
Loganworks Limited,30375277.25856698,3222945.1899311403,1,3222945.1899311403,30375277.25856698,237034.22084715008
Evamere Entertainment,49532844.409971066,107530399.05788587,1,107530399.05788587,49532844.409971066,161806032.15759838
Filminiran,30375277.25856698,1062618.3653554139,1,1062618.3653554139,30375277.25856698,25766.761967442024
Cosmopol Film,30375277.25856698,1062618.3653554139,1,1062618.3653554139,30375277.25856698,25766.761967442024
Europe Media Nest,30375277.25856698,1062618.3653554139,1,1062618.3653554139,30375277.25856698,25766.761967442024
Wolf & The Gang,30375277.25856698,2117885.683972036,1,2117885.683972036,30375277.25856698,102355.2774165741
Docler Entertainment,30375277.25856698,2117885.683972036,1,2117885.683972036,30375277.25856698,102355.2774165741
Docler DProd,30375277.25856698,2117885.683972036,1,2117885.683972036,30375277.25856698,102355.2774165741
Fuzzy Door Productions,138902622.8540694,389729427.7546411,2,194864713.87732056,69451311.4270347,600662348.8863326
Gidden Media,12134349.102175565,5310984.970303495,1,5310984.970303495,12134349.102175565,1611235.8653714836
Triptych Pictures,38087750.0,126668256.29614131,1,126668256.29614131,38087750.0,291995210.18411314
360 Pictures,26400976.561326556,24804855.39194689,2,12402427.695973445,13200488.280663278,12801706.450848855
The Badham-Cohen Group,46626166.79418516,323345500.768355,1,323345500.768355,46626166.79418516,1554280479.5593033
Venture Forth,34299203.133299224,34517480.900012866,2,17258740.450006433,17149601.566649612,19081328.707471192
Faliro House Productions,58514775.30829044,66735058.7173574,3,22245019.572452467,19504925.102763478,35170355.17211313
Nissan Pathfinder,30375277.25856698,4342979.305781932,1,4342979.305781932,30375277.25856698,430408.39169559506
Warren Miller Entertainment,125158996.18912986,20227021.54428119,5,4045404.3088562377,25031799.23782597,1171416.957916094
The Jacobson Company,56456167.284277394,123665029.41961884,1,123665029.41961884,56456167.284277394,187762076.71306682
Jenkins Entertainment,30375277.25856698,1138714.3119749054,1,1138714.3119749054,30375277.25856698,29589.305276957708
Les Films de l'Atalante,30375277.25856698,28805.74854625551,1,28805.74854625551,30375277.25856698,18.93492289003114
Great Buck Productions,30375277.25856698,1274676.8028220695,1,1274676.8028220695,30375277.25856698,37077.06728146956
Daniel Ostroff Productions,99359347.82608697,63530825.708989136,1,63530825.708989136,99359347.82608697,28156957.71293599
Alta Loma Entertainment,8521662.929937493,6521385.77288766,1,6521385.77288766,8521662.929937493,3459241.579856863
Sneak Preview Entertainment,32618911.87494419,47627207.632908344,3,15875735.877636114,10872970.624981398,32134753.43530657
Ellinas Multimedia,30375277.25856698,250394.66113581866,1,250394.66113581866,30375277.25856698,1430.7222780109876
Infinity Features Entertainment,96578846.53929159,157178370.080154,2,78589185.040077,48289423.269645795,140513484.74184364
Monkey Hill Films,30375277.25856698,2072932.8524438792,1,2072932.8524438792,30375277.25856698,98056.3400361572
Monarch Pictures,169254856.47969264,143728837.07013386,3,47909612.35671129,56418285.49323088,56400231.478580706
Strategic Motion Ventures,3981401.9530127095,16096244.06408704,1,16096244.06408704,3981401.9530127095,45106438.0243267
Les Films du Fleuve,34904814.94252714,18090666.6047222,2,9045333.3023611,17452407.47126357,5150367.954245447
Archipel 35,34904814.94252714,18090666.6047222,2,9045333.3023611,17452407.47126357,5150367.954245447
Beijing Fengxiaogang film & culture Studio,30375277.25856698,106318499.16070183,1,106318499.16070183,30375277.25856698,257942488.1856512
China Film Group Universal Hot Bros. Film&Music Co.,30375277.25856698,106318499.16070183,1,106318499.16070183,30375277.25856698,257942488.1856512
Two Sues Casting & Locations,30375277.25856698,422033.7886543298,1,422033.7886543298,30375277.25856698,4064.4300677194014
Symbolic Exchange,30375277.25856698,422033.7886543298,1,422033.7886543298,30375277.25856698,4064.4300677194014
Excellent Cadaver,45000000.0,87256407.0,1,87256407.0,45000000.0,117275582.56922995
Odenkirk Provissiero Entertainment,45000000.0,87256407.0,1,87256407.0,45000000.0,117275582.56922995
Big Talk Productions,168779183.36430067,75666207.43178113,2,37833103.715890564,84389591.68215033,18633717.5851547
Gambit Pictures,68000837.56040527,173211650.80336446,1,173211650.80336446,68000837.56040527,305819659.6961743
Global Road Entertainment,100796061.74315444,34554206.5599692,3,11518068.853323067,33598687.24771815,5473844.907755156
Fox Run Productions Inc.,8797940.327237729,2133908.167256978,1,2133908.167256978,8797940.327237729,358753.29641343665
Stakeout II Productions,30375277.25856698,42612935.281605534,1,42612935.281605534,30375277.25856698,41436981.478582144
Cinecom Pictures,71936384.17939535,17782709.53844636,3,5927569.846148786,23978794.726465117,2031334.6048534156
"Morra, Brezner, Steinberg and Tenenbaum Entertainment (MBST)",135259247.02721328,101448522.24850145,4,25362130.562125362,33814811.75680332,30615314.225558095
Sunlight Productions,40975112.88298179,60788991.72794482,2,30394495.86397241,20487556.441490896,49538651.26176069
Madison 23,29391247.311205637,32686576.324989628,1,32686576.324989628,29391247.311205637,25196853.54169
Foxton Entertainment,4398970.1636188645,12501606.334148219,1,12501606.334148219,4398970.1636188645,24626692.24188414
River Road Productions,4398970.1636188645,12501606.334148219,1,12501606.334148219,4398970.1636188645,24626692.24188414
Access Entertainment,35000000.0,12337378.0,1,12337378.0,35000000.0,3014415.8101115753
IPR.VC,35000000.0,12337378.0,1,12337378.0,35000000.0,3014415.8101115753
Odyssey Distributors,30375277.25856698,26129049.758852337,1,26129049.758852337,30375277.25856698,15579461.493326731
Walrus Productions,30375277.25856698,480405.4892388451,1,480405.4892388451,30375277.25856698,5266.488407046729
Amarok Productions Ltd.,30375277.25856698,90554008.03212851,1,90554008.03212851,30375277.25856698,187120153.57974344
Team G,30375277.25856698,4074281.5584249455,1,4074281.5584249455,30375277.25856698,378797.65923237015
In A World,30375277.25856698,4074281.5584249455,1,4074281.5584249455,30375277.25856698,378797.65923237015
Brace Cove Productions,13271339.843375698,43282050.22538045,1,43282050.22538045,13271339.843375698,97842229.42398416
Shaw Brothers,60750554.51713396,118653893.90029353,2,59326946.950146765,30375277.25856698,127299940.53799823
One Cool Film Production,30375277.25856698,118566566.1059701,1,118566566.1059701,30375277.25856698,320796554.065782
Edko Films,52505625.34741522,300460150.13348526,1,300460150.13348526,52505625.34741522,1191772570.3226912
Zhang Yimou Studio,52505625.34741522,300460150.13348526,1,300460150.13348526,52505625.34741522,1191772570.3226912
Gico Cinematografica S.r.l.,30375277.25856698,1759588.0654475456,1,1759588.0654475456,30375277.25856698,70652.44987794482
The Swimming Company,30375277.25856698,2931445.136637324,1,2931445.136637324,30375277.25856698,196096.00744209185
British Film Council,30375277.25856698,4831171.097206522,1,4831171.097206522,30375277.25856698,532610.8962963679
