Actor,Count,TotalGrossWorldWide,AverageGrossPerFilm,top_3_count,weight
David Gore,1,70579214.08226988,70579214.08226988,0,14676534.974178644
Caitlin Leahy,1,6088501.278040836,6088501.278040836,1,4220227.494709629
Brandon Auret,2,391392184.11349976,195696092.05674988,0,64498239.47336132
Taylor James,1,6088501.278040836,6088501.278040836,0,1266068.2484128885
Califf Ryan,1,6088501.278040836,6088501.278040836,0,1266068.2484128885
Frances Sholto-Douglas,1,6088501.278040836,6088501.278040836,0,1266068.2484128885
Greg Kriek,1,6088501.278040836,6088501.278040836,0,1266068.2484128885
Aksel Hennie,3,1174327670.5415833,391442556.84719443,0,162796382.77788535
Robert Ridgely,1,23937195.443868615,23937195.443868615,1,16591999.532429898
Maggie T.,1,23937195.443868615,23937195.443868615,1,16591999.532429898
Patricia Falkenhain,1,23937195.443868615,23937195.443868615,1,16591999.532429898
Leib Lensky,1,23937195.443868615,23937195.443868615,0,4977599.85972897
Sandy McLeod,1,23937195.443868615,23937195.443868615,0,4977599.85972897
George 'Red' Schwartz,1,23937195.443868615,23937195.443868615,0,4977599.85972897
Andrew Koji,3,306212010.59253603,102070670.19751202,3,141499994.53053898
Bad Bunny,1,256465560.10585165,256465560.10585165,0,53330513.96942948
Tristan Mack Wilds,3,134274230.10113192,44758076.70037731,2,47570033.16396687
Hilarie Burton Morgan,1,58209314.36205255,58209314.36205255,0,12104286.639715277
Shondrella Avery,1,58209314.36205255,58209314.36205255,0,12104286.639715277
Shira Lazar,1,4974580.375684906,4974580.375684906,1,3448116.361874826
Will McCormack,2,29203403.300907947,14601701.650453974,1,10427045.7646252
Kate Krieger,1,4974580.375684906,4974580.375684906,0,1034434.9085624476
Anne Consigny,3,51385527.00153628,17128509.000512093,0,7123546.632540363
Vincent Perez,4,76713636.49888802,19178409.124722004,0,9259937.623649905
Sanoe Lake,1,90399065.15748194,90399065.15748194,0,18797957.141749017
Kaupena Miranda,1,90399065.15748194,90399065.15748194,0,18797957.141749017
Kala Alexander,1,90399065.15748194,90399065.15748194,0,18797957.141749017
Asa Aquino,1,90399065.15748194,90399065.15748194,0,18797957.141749017
Ruben Tejada,1,90399065.15748194,90399065.15748194,0,18797957.141749017
Vlad Radescu,1,53480452.12428571,53480452.12428571,1,37069824.60501978
Rick Ravanello,1,53480452.12428571,53480452.12428571,0,11120947.381505933
Kieran Darcy-Smith,1,53480452.12428571,53480452.12428571,0,11120947.381505933
Daniel Dae Kim,2,287755997.32110083,143877998.66055042,0,47419841.21923636
Seth Meyers,3,425558468.6732507,141852822.89108357,0,58994930.544854306
Vinod Khanna,2,9994646.023294657,4997323.011647329,2,5490120.471039683
Dimple Kapadia,2,7955760.430130202,3977880.215065101,2,4370148.087120264
Mahie Gill,2,9994646.023294657,4997323.011647329,1,3568578.306175793
Arbaaz Khan,2,9994646.023294657,4997323.011647329,1,3568578.306175793
Tinnu Anand,3,60255033.75133292,20085011.250444304,0,8353121.351856151
Natalie B. Kikkenborg,1,90269088.43264417,90269088.43264417,1,62569764.138803676
Lauren Pratt,1,90269088.43264417,90269088.43264417,0,18770929.2416411
Lena Cardwell,2,197848502.53522027,98924251.26761013,0,32603819.4269665
Lauren Chen,1,90269088.43264417,90269088.43264417,0,18770929.2416411
Jeremy Roberts,2,63639279.01278581,31819639.506392904,1,22722340.53876313
Riccardo Zinna,1,12538043.630445654,12538043.630445654,1,8690709.592180986
Michele Vasca,1,12538043.630445654,12538043.630445654,1,8690709.592180986
Susi Sánchez,1,12538043.630445654,12538043.630445654,0,2607212.877654296
Antonella Stefanucci,1,12538043.630445654,12538043.630445654,0,2607212.877654296
Giorgio Careccia,1,12538043.630445654,12538043.630445654,0,2607212.877654296
Giuseppe Cristiano,1,12538043.630445654,12538043.630445654,0,2607212.877654296
Mattia Di Pierro,1,12538043.630445654,12538043.630445654,0,2607212.877654296
Dino Abbrescia,1,12538043.630445654,12538043.630445654,0,2607212.877654296
Aitana Sánchez-Gijón,3,129093507.2967433,43031169.09891444,0,17896160.122266468
John E. Coleman,1,774770.3733039649,774770.3733039649,1,537029.8998370195
Janet Carroll,6,323897744.6055163,53982957.43425272,1,43769160.31138889
Jeff Corbett,1,774770.3733039649,774770.3733039649,0,161108.96995110586
Felton Perry,2,110412731.17817774,55206365.58908887,0,18195117.49466319
Eric Keenleyside,1,261720583.4661905,261720583.4661905,1,181410884.52409378
George Harris,1,261720583.4661905,261720583.4661905,0,54423265.35722813
Earl Cameron,1,261720583.4661905,261720583.4661905,0,54423265.35722813
Oscar Nuñez,1,464056003.53186166,464056003.53186166,1,321659110.4700259
Austin Bickel,1,50472685.47017191,50472685.47017191,1,34984999.62893858
Amir Blumenfeld,1,50472685.47017191,50472685.47017191,1,34984999.62893858
Isabella Gielniak,1,50472685.47017191,50472685.47017191,1,34984999.62893858
Inga R. Wilson,1,50472685.47017191,50472685.47017191,0,10495499.888681574
Patton Oswalt,5,711677741.5263191,142335548.30526382,2,147918018.56055972
Bobby Lee,3,194215151.25893843,64738383.75297948,0,26923936.9034313
Kathryn Prescott,1,96774183.4918152,96774183.4918152,1,67078752.438342504
Henry Lau,1,96774183.4918152,96774183.4918152,0,20123625.73150275
Ian Chen,1,96774183.4918152,96774183.4918152,0,20123625.73150275
Betty Gilpin,2,109561618.11070697,54780809.055353485,0,18054861.003417782
Emma Volk,1,96774183.4918152,96774183.4918152,0,20123625.73150275
Ryan Northcott,1,16741922.732575033,16741922.732575033,0,3481384.9617710514
Jason Miller,3,162960803.9542011,54320267.9847337,3,75303881.20175765
Alexandra Ruddy,1,19113686.525172528,19113686.525172528,1,13248597.925029956
Brytnee Atkinson,1,19113686.525172528,19113686.525172528,1,13248597.925029956
Fernanda Urrejola,1,19113686.525172528,19113686.525172528,1,13248597.925029956
Ivan Hernandez,1,19113686.525172528,19113686.525172528,0,3974579.3775089867
Sebestien Soliz,1,19113686.525172528,19113686.525172528,0,3974579.3775089867
Daniel V. Graulau,1,19113686.525172528,19113686.525172528,0,3974579.3775089867
Amber Lynn Ashley,1,19113686.525172528,19113686.525172528,0,3974579.3775089867
Horacio Garcia Rojas,1,19113686.525172528,19113686.525172528,0,3974579.3775089867
Karl Glusman,2,7447266.220458558,3723633.110229279,2,4090829.09338934
Abbey Lee,4,756785470.8676822,189196367.71692055,2,197924874.61398274
Bella Heathcote,3,27958264.999867767,9319421.666622588,0,3875838.5116012283
Charles Baker,2,7844492.652017841,3922246.3260089206,0,1292708.4038810234
Jamie Clayton,1,4017323.9918002393,4017323.9918002393,0,835379.0394936482
Sian Webber,1,586714153.5383843,586714153.5383843,1,406679261.31974596
Michelle Greenidge,1,586714153.5383843,586714153.5383843,1,406679261.31974596
Rob Bowen,1,586714153.5383843,586714153.5383843,0,122003778.39592378
Gina Alajar,1,3180205.313832753,3180205.313832753,1,2204350.3468849286
Brandon Martinez,1,3180205.313832753,3180205.313832753,1,2204350.3468849286
Nicole Hawkyard,1,3180205.313832753,3180205.313832753,0,661305.1040654785
Brian Card,1,3180205.313832753,3180205.313832753,0,661305.1040654785
Ernie Zarate,1,3180205.313832753,3180205.313832753,0,661305.1040654785
Mindy Spence,1,3180205.313832753,3180205.313832753,0,661305.1040654785
Jayson Schaal,1,3180205.313832753,3180205.313832753,0,661305.1040654785
Eddie Garcia,1,3180205.313832753,3180205.313832753,0,661305.1040654785
Emelita Moll,1,3180205.313832753,3180205.313832753,0,661305.1040654785
Paul Van Himst,1,37454321.66118812,37454321.66118812,1,25961357.45923783
Bobby Moore,1,37454321.66118812,37454321.66118812,1,25961357.45923783
Pelé,1,37454321.66118812,37454321.66118812,1,25961357.45923783
Kazimierz Deyna,1,37454321.66118812,37454321.66118812,0,7788407.237771348
Hallvar Thoresen,1,37454321.66118812,37454321.66118812,0,7788407.237771348
Osvaldo Ardiles,1,37454321.66118812,37454321.66118812,0,7788407.237771348
Mike Summerbee,1,37454321.66118812,37454321.66118812,0,7788407.237771348
Co Prins,1,37454321.66118812,37454321.66118812,0,7788407.237771348
Lynne Latham,1,86665722.82281554,86665722.82281554,1,60072101.42582429
Renn Woods,1,86665722.82281554,86665722.82281554,1,60072101.42582429
Olivia Newton-John,1,86665722.82281554,86665722.82281554,1,60072101.42582429
James Sloyan,1,86665722.82281554,86665722.82281554,0,18021630.427747287
Fred McCarren,1,86665722.82281554,86665722.82281554,0,18021630.427747287
Dimitra Arliss,2,160338936.31811172,80169468.15905586,0,26422548.868657652
Katie Hanley,1,86665722.82281554,86665722.82281554,0,18021630.427747287
Alexander Clempson,1,852047.6272500001,852047.6272500001,1,590594.4105311288
David Delve,1,852047.6272500001,852047.6272500001,0,177178.32315933862
Struan Rodger,1,852047.6272500001,852047.6272500001,0,177178.32315933862
Amanda Donohoe,4,597669138.1228186,149417284.53070465,1,114226975.1859179
Catherine Livesey,1,852047.6272500001,852047.6272500001,0,177178.32315933862
Peter Sands,1,852047.6272500001,852047.6272500001,0,177178.32315933862
Brigitte Fossey,1,2905985.640031088,2905985.640031088,1,2014275.753135237
Frank Finlay,2,36738679.50900878,18369339.75450439,0,6054234.716705449
David Baxt,1,2905985.640031088,2905985.640031088,0,604282.725940571
Alexis Knapp,3,678398580.7066461,226132860.2355487,1,167192911.4711752
Ben Platt,3,592731945.7054992,197577315.2351664,0,82170095.39871547
Anna Camp,3,847352948.6862286,282450982.8954095,0,117468061.46420306
Zheng Qian,1,1960161.7331595093,1960161.7331595093,1,1358680.5787810097
Qianqian Li,1,1960161.7331595093,1960161.7331595093,1,1358680.5787810097
Jie Gao,1,1960161.7331595093,1960161.7331595093,1,1358680.5787810097
Yue Lü,1,1960161.7331595093,1960161.7331595093,0,407604.17363430286
Qian Qiao,1,1960161.7331595093,1960161.7331595093,0,407604.17363430286
Lopsang,1,1960161.7331595093,1960161.7331595093,0,407604.17363430286
Cheng Jiang,1,1960161.7331595093,1960161.7331595093,0,407604.17363430286
Xiaoyu Yang,1,1960161.7331595093,1960161.7331595093,0,407604.17363430286
Xuejun Gu,1,1960161.7331595093,1960161.7331595093,0,407604.17363430286
M. Night Shyamalan,1,113253506.34147322,113253506.34147322,0,23550404.58273601
William de Coverly,1,9470588.333392859,9470588.333392859,1,6564511.601535171
Steven Rathman,1,9470588.333392859,9470588.333392859,1,6564511.601535171
Glen Barry,1,9470588.333392859,9470588.333392859,1,6564511.601535171
Holly Davidson,1,9470588.333392859,9470588.333392859,0,1969353.4804605513
Tom Davey,1,9470588.333392859,9470588.333392859,0,1969353.4804605513
Beth Steel,1,9470588.333392859,9470588.333392859,0,1969353.4804605513
Daniel Percival,1,9470588.333392859,9470588.333392859,0,1969353.4804605513
Anthony Cozens,1,9470588.333392859,9470588.333392859,0,1969353.4804605513
Richard Rutowski,1,13059817.068672897,13059817.068672897,1,9052375.379779268
Sean Stone,1,13059817.068672897,13059817.068672897,0,2715712.61393378
Aida Linares,1,13059817.068672897,13059817.068672897,0,2715712.61393378
Mark Slade,1,11638293.637507219,11638293.637507219,1,8067050.421366879
Barbara E. Robertson,2,18551391.862353265,9275695.931176633,1,6623755.798360632
Angela Featherstone,4,261836774.6451345,65459193.66128363,0,31605752.39875074
Allen Hamilton,1,7614868.6682608705,7614868.6682608705,0,1583467.4243217863
C.S. Lee,1,111876346.87932618,111876346.87932618,0,23264032.323225413
Ofelia Medina,1,62847052.297730066,62847052.297730066,1,43562257.10667503
Mercedes Ruehl,4,302902574.93382764,75725643.73345691,1,57890967.93484906
Art Carney,4,602649014.3029059,150662253.57572648,1,115178732.86682878
Austin O'Brien,2,334800332.0323388,167400166.0161694,0,55172363.85313361
Robbie Page,1,10582110.643415494,10582110.643415494,1,7334960.156856838
John Paragon,1,10582110.643415494,10582110.643415494,1,7334960.156856838
Gerry Lopez,2,16706425.424165495,8353212.712082747,0,2753082.6406058325
Laird Hamilton,2,17472337.2636981,8736168.63184905,1,6238480.439637052
Mark Occhilupo,1,10582110.643415494,10582110.643415494,0,2200488.047057051
Rocky Kauanoe,1,10582110.643415494,10582110.643415494,0,2200488.047057051
David Toole,1,2111179.7401121496,2111179.7401121496,1,1463358.2845140146
Géraldine Maillet,1,2111179.7401121496,2111179.7401121496,1,1463358.2845140146
Sally Potter,1,2111179.7401121496,2111179.7401121496,1,1463358.2845140146
Monique Couturier,1,2111179.7401121496,2111179.7401121496,0,439007.4853542044
Katerina Mechera,1,2111179.7401121496,2111179.7401121496,0,439007.4853542044
Claudine Mavros,1,2111179.7401121496,2111179.7401121496,0,439007.4853542044
Pablo Verón,1,2111179.7401121496,2111179.7401121496,0,439007.4853542044
Morgane Maugran,1,2111179.7401121496,2111179.7401121496,0,439007.4853542044
Michele Parent,1,2111179.7401121496,2111179.7401121496,0,439007.4853542044
Ben Winchell,1,8198026.826996713,8198026.826996713,1,5682439.181287566
Ana Villafañe,1,8198026.826996713,8198026.826996713,1,5682439.181287566
Phillip DeVona,2,135731949.34583515,67865974.67291757,1,48462955.94276886
Lawrence Kao,1,8198026.826996713,8198026.826996713,0,1704731.7543862697
Al Mitchell,1,8198026.826996713,8198026.826996713,0,1704731.7543862697
Mike Doyle,4,396259489.75977075,99064872.43994269,0,47831628.44858754
Dylan Corbett-Bader,1,125897338.55433834,125897338.55433834,1,87265385.25894052
Fernando Piloni,1,125897338.55433834,125897338.55433834,1,87265385.25894052
Lorenzo Acquaviva,1,125897338.55433834,125897338.55433834,0,26179615.577682156
David Menkin,1,125897338.55433834,125897338.55433834,0,26179615.577682156
Sam Redford,2,1181148852.1032965,590574426.0516483,2,648812321.8334566
Roman Podhora,2,649511456.4312841,324755728.21564204,1,231907411.99149233
Christian Camargo,3,187252201.04803798,62417400.34934599,0,25958667.04201831
Peter Stebbings,1,114588248.18684825,114588248.18684825,0,23827956.346805137
Ravil Isyanov,1,114588248.18684825,114588248.18684825,0,23827956.346805137
Baxter Harris,1,36992090.9384724,36992090.9384724,1,25640963.53701924
Myriam Cyr,2,39614290.559895754,19807145.279947877,0,6528111.962395585
Justin Lazard,2,57078529.63761406,28539264.81880703,0,9406076.111848457
Anne Ramsey,2,185652965.66044092,92826482.83022046,2,101980314.7511195
Andrew Roperto,1,25726879.9147719,25726879.9147719,1,17832514.277528428
Lee Paul,1,25726879.9147719,25726879.9147719,0,5349754.283258528
Matthew Labyorteaux,1,25726879.9147719,25726879.9147719,0,5349754.283258528
Richard Marcus,2,65733123.727396235,32866561.863698117,0,10832282.62491882
Russ Marin,1,25726879.9147719,25726879.9147719,0,5349754.283258528
Michael Sharrett,1,25726879.9147719,25726879.9147719,0,5349754.283258528
Bruno Gerussi,1,10719522.382026432,10719522.382026432,1,7430206.71605085
Frank Ferrucci,1,10719522.382026432,10719522.382026432,1,7430206.71605085
James Purcell,1,10719522.382026432,10719522.382026432,0,2229062.014815255
Marcel Sabourin,2,11322405.04978934,5661202.52489467,0,1865839.9987464643
Dennis Neal,1,4703473.489351359,4703473.489351359,1,3260199.3879823424
Christopher Schmidt,1,4703473.489351359,4703473.489351359,1,3260199.3879823424
Tanner Maguire,1,4703473.489351359,4703473.489351359,0,978059.8163947026
Lisa Curtis,1,4703473.489351359,4703473.489351359,0,978059.8163947026
Cris Cunningham,1,4703473.489351359,4703473.489351359,0,978059.8163947026
Lyanna Tumaneng,1,4703473.489351359,4703473.489351359,0,978059.8163947026
Jeffrey Johnson,1,4703473.489351359,4703473.489351359,0,978059.8163947026
Carol Saragusa,1,4703473.489351359,4703473.489351359,0,978059.8163947026
Charles Levin,2,55720941.354,27860470.677,0,9182356.636148918
Joan Severance,2,373595293.09137404,186797646.54568702,0,61565456.99681216
Jesse Ventura,1,40712913.61725,40712913.61725,0,8466012.385853233
Chelsey Earlywine,1,723226.3475153375,723226.3475153375,1,501302.3036869234
James Paul Roeske II,1,723226.3475153375,723226.3475153375,1,501302.3036869234
Michael O'Laskey II,1,723226.3475153375,723226.3475153375,0,150390.69110607702
Mathew Botuchis,1,723226.3475153375,723226.3475153375,0,150390.69110607702
Luke Ford,1,10381243.526208865,10381243.526208865,1,7195729.680897859
Jacki Weaver,4,166899961.8908651,41724990.47271627,4,67153781.5627412
James Frecheville,2,29260308.090906657,14630154.045453329,0,4821860.105832745
Mirrah Foulkes,1,10381243.526208865,10381243.526208865,0,2158718.9042693577
Anthony Ahern,1,10381243.526208865,10381243.526208865,0,2158718.9042693577
Bryce Lindemann,1,10381243.526208865,10381243.526208865,0,2158718.9042693577
Paul Smits,1,10381243.526208865,10381243.526208865,0,2158718.9042693577
Heidi Klum,2,2501824.582558442,1250912.291279221,0,412280.2845736002
Peter DuPre,1,3860321.0211881185,3860321.0211881185,1,2675770.631892833
Gwen Lewis,1,3860321.0211881185,3860321.0211881185,1,2675770.631892833
Kitty Lunn,1,3860321.0211881185,3860321.0211881185,1,2675770.631892833
Timothy Hawkins,1,3860321.0211881185,3860321.0211881185,0,802731.1895678499
Ted Richert,1,3860321.0211881185,3860321.0211881185,0,802731.1895678499
Toni Crabtree,1,3860321.0211881185,3860321.0211881185,0,802731.1895678499
Lauren Tewes,1,3860321.0211881185,3860321.0211881185,0,802731.1895678499
Hanneke Talbot,1,1104385.6057895531,1104385.6057895531,1,765501.768904016
Gabrielle Graham,1,1104385.6057895531,1104385.6057895531,1,765501.768904016
Matthew Garlick,1,1104385.6057895531,1104385.6057895531,1,765501.768904016
Daniel Junghuan Park,1,1104385.6057895531,1104385.6057895531,0,229650.5306712048
Davenia McFadden,1,41962906.361319706,41962906.361319706,1,29086470.232449748
Kate Mulgrew,3,210079229.85984886,70026409.95328295,1,51774515.86544316
Joel Grey,2,42644484.17628857,21322242.088144284,0,7027463.153997506
Michael Pataki,1,41962906.361319706,41962906.361319706,0,8725941.069734924
Etsuko Ichihara,1,830021.094,830021.094,1,575326.7811113814
Misa Shimizu,1,830021.094,830021.094,1,575326.7811113814
Fujio Tokita,1,830021.094,830021.094,0,172598.0343334144
