Actor,Count,TotalGrossWorldWide,AverageGrossPerFilm,top_3_count,weight
Dmitri Ponce,1,2116764.9923867597,2116764.9923867597,0,440168.9059142629
Elizabeth Sun,1,2116764.9923867597,2116764.9923867597,0,440168.9059142629
Chris Ferreira,1,2116764.9923867597,2116764.9923867597,0,440168.9059142629
Albert Macklin,1,1191930.0143373495,1191930.0143373495,1,826182.928862709
B.J. Cleveland,1,1191930.0143373495,1191930.0143373495,1,826182.928862709
Paul Lazar,4,165224681.19461563,41306170.29865391,3,54845766.10929321
Mitchell Lichtenstein,3,53366900.33674693,17788966.778915644,1,13152396.979071904
Kelli Coleman,1,4805026.894390244,4805026.894390244,1,3330590.8443613076
John Pentecost,1,4805026.894390244,4805026.894390244,1,3330590.8443613076
Lynne Carr,1,4805026.894390244,4805026.894390244,0,999177.2533083922
Desean Terry,1,4805026.894390244,4805026.894390244,0,999177.2533083922
Jeffrey Scott Kelly,1,4805026.894390244,4805026.894390244,0,999177.2533083922
Michael Buster,1,4805026.894390244,4805026.894390244,0,999177.2533083922
Luis Robledo,1,4805026.894390244,4805026.894390244,0,999177.2533083922
Mario Marin-Borquez,1,201097477.68043533,201097477.68043533,1,139390149.6719103
Simon Merrells,1,201097477.68043533,201097477.68043533,0,41817044.901573084
Cristina Contes,1,201097477.68043533,201097477.68043533,0,41817044.901573084
Malcolm Scates,1,201097477.68043533,201097477.68043533,0,41817044.901573084
David Anthony Marshall,2,368786396.8246496,184393198.4123248,0,60772990.1167791
Ted Markland,2,378874148.3619278,189437074.1809639,0,62435369.28736177
Nell Campbell,1,106796797.97223313,106796797.97223313,0,22207769.82218504
Traci Wolfe,4,2177019151.6887016,544254787.9221754,0,262783286.91171896
Darlene Love,5,2184882171.5101795,436976434.3020359,0,234886999.1970552
Marie Mullen,1,9934574.389845816,9934574.389845816,1,6886122.228384666
Stephen Marcus,2,25916383.25127439,12958191.625637194,2,14236028.558841212
Constance Cowley,1,9934574.389845816,9934574.389845816,1,6886122.228384666
Jean Blanchflower,1,9934574.389845816,9934574.389845816,0,2065836.6685153998
Brian Flanagan,1,9934574.389845816,9934574.389845816,0,2065836.6685153998
Phil Kelly,1,9934574.389845816,9934574.389845816,0,2065836.6685153998
John Dair,1,9934574.389845816,9934574.389845816,0,2065836.6685153998
Luis R. Espinoza,1,77866474.53442805,77866474.53442805,1,53972927.28368158
Raven Goodwin,1,77866474.53442805,77866474.53442805,1,53972927.28368158
Katie Dippold,2,389767732.9753458,194883866.4876729,1,139166176.88123322
Amy Schumer,2,264207924.7695462,132103962.3847731,0,43539310.93729844
Daniel Bess,1,77866474.53442805,77866474.53442805,0,16191878.185104473
Luis F. Ramirez,1,77866474.53442805,77866474.53442805,0,16191878.185104473
Kim Caramele,1,77866474.53442805,77866474.53442805,0,16191878.185104473
Roscoe Orman,2,80968285.71933343,40484142.85966671,0,13342913.05254755
Jonny Acker,1,47578127.7647619,47578127.7647619,1,32978645.116465565
Mya,2,93552108.62248556,46776054.31124278,0,15416624.424521469
Solar,1,47578127.7647619,47578127.7647619,0,9893593.53493967
Kristina Anapau,1,47578127.7647619,47578127.7647619,0,9893593.53493967
Daniel Edward Mora,1,47578127.7647619,47578127.7647619,0,9893593.53493967
Nic Ratner,1,938038.0596558705,938038.0596558705,1,650198.4363083885
Karl Geary,1,938038.0596558705,938038.0596558705,1,650198.4363083885
Isabel Gillies,1,938038.0596558705,938038.0596558705,0,195059.53089251654
Galaxy Craze,1,938038.0596558705,938038.0596558705,0,195059.53089251654
Jack Lotz,1,938038.0596558705,938038.0596558705,0,195059.53089251654
David Lynch,2,1011974.7890163803,505987.39450819016,0,166765.19085535698
Edinei Maria Serrio Dos Santos,1,101732712.11784033,101732712.11784033,1,70515742.5751976
Bec-Kana-Re Dos Santos Kaiapo,1,101732712.11784033,101732712.11784033,1,70515742.5751976
Francisco Tsiren Tsere Rereme,1,101732712.11784033,101732712.11784033,1,70515742.5751976
José Wilker,1,101732712.11784033,101732712.11784033,0,21154722.77255928
Elias Monteiro Da Silva,1,101732712.11784033,101732712.11784033,0,21154722.77255928
Angelo Barra Moreira,1,101732712.11784033,101732712.11784033,0,21154722.77255928
José Lavat,1,101732712.11784033,101732712.11784033,0,21154722.77255928
Hippolyte Girardot,1,11278327.367135039,11278327.367135039,1,7817540.815961723
Elisabeth Depardieu,2,25419916.910666063,12709958.455333032,0,4188994.9642470046
Jean Bouchaud,1,11278327.367135039,11278327.367135039,0,2345262.244788517
Gabriel Bacquier,1,11278327.367135039,11278327.367135039,0,2345262.244788517
Yvonne Gamy,1,11278327.367135039,11278327.367135039,0,2345262.244788517
Jan Munroe,1,32273171.544307582,32273171.544307582,1,22370057.863664255
Jimmy Noonan,1,32273171.544307582,32273171.544307582,1,22370057.863664255
Robert Weems,1,32273171.544307582,32273171.544307582,0,6711017.359099276
Richard Holden,1,32273171.544307582,32273171.544307582,0,6711017.359099276
Murray Hamilton,2,540800223.0668383,270400111.53341913,1,193092175.50209713
John Belushi,2,453240708.0394867,226620354.01974335,0,74690371.73652224
Lorraine Gary,1,399481394.65892565,399481394.65892565,0,83069820.71819672
Jeb Brown,1,22065428.241599195,22065428.241599195,0,4588376.812053682
Vicki Lewis,3,277156809.96834064,92385603.3227802,0,38422092.280508764
Rosalind Lloyd,1,8669105.953336788,8669105.953336788,1,6008966.349530831
Ingrid Pitt,1,8669105.953336788,8669105.953336788,0,1802689.9048592492
Richard Widmark,2,40603406.8085285,20301703.40426425,1,14497405.546532935
John Duttine,1,8669105.953336788,8669105.953336788,0,1802689.9048592492
Lewis Collins,2,10480591.997610128,5240295.998805064,0,1727116.074163671
Jorge Cervera,1,44348321.25190476,44348321.25190476,1,30739913.83832449
Leonardo Guerra,1,44348321.25190476,44348321.25190476,0,9221974.151497347
Herman Chavez,1,44348321.25190476,44348321.25190476,0,9221974.151497347
Alfredo Rodríguez,1,44348321.25190476,44348321.25190476,0,9221974.151497347
Kuno Becker,1,44348321.25190476,44348321.25190476,0,9221974.151497347
Pierrino Mascarino,1,68873940.27121271,68873940.27121271,1,47739777.51304516
David Tress,2,89952106.79942857,44976053.39971428,1,32117309.224467494
Lenore Kasdorf,1,68873940.27121271,68873940.27121271,0,14321933.253913548
Ernie Ortega,1,68873940.27121271,68873940.27121271,0,14321933.253913548
Avi Kleinberger,1,68873940.27121271,68873940.27121271,0,14321933.253913548
Alex Datcher,1,98523953.12841767,98523953.12841767,0,20487480.098574873
Robert Hooks,2,132898251.65715572,66449125.82857786,0,21900547.86195874
Michael Horse,2,233262280.4481259,116631140.22406295,0,38439721.16745871
Logan Ramsey,1,468835.2716989437,468835.2716989437,1,324971.8467251787
Glenn Withrow,2,81849027.66525316,40924513.83262658,2,44960173.804291606
Leland Crooke,1,468835.2716989437,468835.2716989437,0,97491.55401755362
Peggy Rea,1,8935003.63725,8935003.63725,1,6193272.579452694
Daniel Jenkins,2,11611314.792575706,5805657.396287853,0,1913449.9678076212
KJ Apa,1,43640417.627549216,43640417.627549216,0,9074769.731098283
Sabrina Carpenter,1,43640417.627549216,43640417.627549216,0,9074769.731098283
Russell Hornsby,1,43640417.627549216,43640417.627549216,0,9074769.731098283
Laura Cayouette,1,482753493.62957674,482753493.62957674,0,100385766.90444137
Lisa Bonet,3,608682994.7873105,202894331.59577015,0,84381380.33832161
Loren Dean,3,674997506.5059913,224999168.83533046,0,93574523.70392425
Michael Leydon Campbell,1,6235473.0999265965,6235473.0999265965,1,4322100.598671502
Nadia Dajani,2,7489724.5014771195,3744862.2507385598,1,2674198.5972199533
Timothy Jerome,2,42084835.464882545,21042417.732441273,0,6935237.611244316
Kathleen Doyle,1,6235473.0999265965,6235473.0999265965,0,1296630.1796014507
Leah Gray,1,6235473.0999265965,6235473.0999265965,0,1296630.1796014507
Zoltán Mucsi,1,113677372.91550599,113677372.91550599,1,78795150.52984446
Ilona Kassai,1,113677372.91550599,113677372.91550599,0,23638545.15895334
Péter Kálloy Molnár,1,113677372.91550599,113677372.91550599,0,23638545.15895334
Imre Csuja,1,113677372.91550599,113677372.91550599,0,23638545.15895334
Chris Obi,1,95617847.8136566,95617847.8136566,1,66277241.623246
Daniel Holguín,1,95617847.8136566,95617847.8136566,0,19883172.4869738
Richard Cabral,2,159842499.7197365,79921249.85986824,0,26340740.166529708
Provence Maydew,1,95617847.8136566,95617847.8136566,0,19883172.4869738
Eloise Mumford,1,464692773.6439128,464692773.6439128,0,96630145.7633577
Devon Aoki,3,722430303.6687019,240810101.22290063,0,100150105.62780516
Linden Chiles,1,4375695.142356543,4375695.142356543,1,3033000.750914286
Barbra Brighton,1,4375695.142356543,4375695.142356543,1,3033000.750914286
Miranda Garrison,2,27955638.936278775,13977819.468139388,2,15356204.236482274
Jeff James,1,4375695.142356543,4375695.142356543,0,909900.2252742858
Shannon Farnon,2,6347626.425511883,3173813.2127559413,0,1046037.0592412674
Ángela Moya,1,4375695.142356543,4375695.142356543,0,909900.2252742858
Ruben Moreno,1,4375695.142356543,4375695.142356543,0,909900.2252742858
Richard Lynch,7,249254297.9411665,35607756.84873807,0,22213274.639190186
Sid Haig,2,37948062.00283273,18974031.001416367,0,6253531.08711771
Dragan Micanovic,1,115433335.76874931,115433335.76874931,1,80012291.23073807
Lucrezia Lante della Rovere,1,1875103.8247500004,1875103.8247500004,1,1299722.9293826325
Davide Bechini,1,1875103.8247500004,1875103.8247500004,1,1299722.9293826325
Alessandro Haber,1,1875103.8247500004,1875103.8247500004,0,389916.87881478976
Claudio Botosso,2,3440411.9347500005,1720205.9673750002,0,566951.8244395166
Mattia Sbragia,2,21584330.31026087,10792165.155130435,0,3556921.5782286217
Anna Bonaiuto,1,1875103.8247500004,1875103.8247500004,0,389916.87881478976
Valeria Bruni Tedeschi,3,14234587.944964973,4744862.648321657,0,1973332.9000970111
Fatoumata Diawara,1,9513111.581673257,9513111.581673257,1,6593986.47118898
Toulou Kiki,1,9513111.581673257,9513111.581673257,1,6593986.47118898
Layla Walet Mohamed,1,9513111.581673257,9513111.581673257,0,1978195.9413566939
Ibrahim Ahmed,1,9513111.581673257,9513111.581673257,0,1978195.9413566939
Kettly Noël,1,9513111.581673257,9513111.581673257,0,1978195.9413566939
Mehdi A.G. Mohamed,1,9513111.581673257,9513111.581673257,0,1978195.9413566939
Adel Mahmoud Cherif,1,9513111.581673257,9513111.581673257,0,1978195.9413566939
Abel Jafri,1,9513111.581673257,9513111.581673257,0,1978195.9413566939
Salem Dendou,1,9513111.581673257,9513111.581673257,0,1978195.9413566939
Annabelle Gurwitch,2,243041405.80306545,121520702.90153272,2,133504137.53521028
Katie Stuart,1,3782911.4851775705,3782911.4851775705,0,786634.3290776004
Joe Savino,1,139849726.55369207,139849726.55369207,1,96936443.66277097
Birdy Sweeney,1,139849726.55369207,139849726.55369207,0,29080933.098831292
Andrée Bernard,1,139849726.55369207,139849726.55369207,0,29080933.098831292
Breffni McKenna,1,139849726.55369207,139849726.55369207,0,29080933.098831292
François-Eric Gendron,1,2278464.587957747,2278464.587957747,1,1579311.3051485897
Eric Viellard,1,2278464.587957747,2278464.587957747,1,1579311.3051485897
Anne-Laure Meury,1,2278464.587957747,2278464.587957747,1,1579311.3051485897
Emmanuelle Chaulet,2,8494666.87920035,4247333.439600175,0,1399851.813244723
Sophie Renoir,1,2278464.587957747,2278464.587957747,0,473793.39154457685
Andy Tennant,1,11040025.485436894,11040025.485436894,1,7652362.538540524
Debra Clinger,1,11040025.485436894,11040025.485436894,0,2295708.7615621574
Patricia Alice Albrecht,1,11040025.485436894,11040025.485436894,0,2295708.7615621574
Brian Frishman,1,11040025.485436894,11040025.485436894,0,2295708.7615621574
Joel Kenney,1,11040025.485436894,11040025.485436894,0,2295708.7615621574
David Damas,1,11040025.485436894,11040025.485436894,0,2295708.7615621574
David Naughton,5,183526313.9282436,36705262.78564872,0,19730100.650007065
Annie Grenier,1,638220.7284782609,638220.7284782609,1,442380.89851962094
Mark Blankfield,2,34499718.40954543,17249859.204772715,0,5685272.190047404
Steven Weber,1,22172592.38330709,22172592.38330709,0,4610660.968858267
Clive Revill,1,22172592.38330709,22172592.38330709,0,4610660.968858267
Thomas R. Voth,1,2464949.380905203,2464949.380905203,1,1708572.713597424
Vasek Simek,1,2464949.380905203,2464949.380905203,1,1708572.713597424
Tuesday Knight,1,2464949.380905203,2464949.380905203,0,512571.8140792272
Mary Mercier,1,2464949.380905203,2464949.380905203,0,512571.8140792272
Anthony Arundell,1,2187309.9340662654,2187309.9340662654,1,1516127.7138087917
George Rose,1,2187309.9340662654,2187309.9340662654,1,1516127.7138087917
Stephen Hanan,1,2187309.9340662654,2187309.9340662654,0,454838.3141426375
Linda Ronstadt,2,7405284.492451133,3702642.2462255666,0,1220330.48167353
David Hatton,1,2187309.9340662654,2187309.9340662654,0,454838.3141426375
Tony Azito,1,2187309.9340662654,2187309.9340662654,0,454838.3141426375
John Asquith,1,2187309.9340662654,2187309.9340662654,0,454838.3141426375
Rex Smith,1,2187309.9340662654,2187309.9340662654,0,454838.3141426375
Joe Goossen,1,9707625.967910787,9707625.967910787,1,6728813.569587872
Kimberley Davies,2,10196042.655558871,5098021.327779436,0,1680224.6635771804
Jenteal,1,9707625.967910787,9707625.967910787,0,2018644.0708763616
Tom Morello,1,9707625.967910787,9707625.967910787,0,2018644.0708763616
Michael Wyle,1,27314641.67919145,27314641.67919145,1,18933066.867936723
Catya Sassoon,1,27314641.67919145,27314641.67919145,0,5679920.060381017
Paul Mones,1,27314641.67919145,27314641.67919145,0,5679920.060381017
Brandon Craggs,1,55016596.63380952,55016596.63380952,1,38134598.84072885
Timmy Deters,1,55016596.63380952,55016596.63380952,1,38134598.84072885
Emmanuel Estrada,1,55016596.63380952,55016596.63380952,0,11440379.652218655
Sammi Kane Kraft,1,55016596.63380952,55016596.63380952,0,11440379.652218655
Ridge Canipe,1,55016596.63380952,55016596.63380952,0,11440379.652218655
Carlos Estrada,1,55016596.63380952,55016596.63380952,0,11440379.652218655
Jeffrey Davies,1,55016596.63380952,55016596.63380952,0,11440379.652218655
Debra Christofferson,1,239258494.31788787,239258494.31788787,0,49752405.228438504
Camilla Søeberg,1,239258494.31788787,239258494.31788787,0,49752405.228438504
Sofia Scarpa Saldanha,1,674777089.9750955,674777089.9750955,0,140315951.22680458
Gary Lydon,2,54762409.25737598,27381204.62868799,2,30081327.883612752
John Carty,1,53862289.40433276,53862289.40433276,1,37334494.03911707
Jon Kenny,1,53862289.40433276,53862289.40433276,1,37334494.03911707
Pat Shortt,1,53862289.40433276,53862289.40433276,0,11200348.21173512
Oliver Farrelly,1,53862289.40433276,53862289.40433276,0,11200348.21173512
Sheila Flitton,1,53862289.40433276,53862289.40433276,0,11200348.21173512
Annabel Brooks,1,1382885.447429448,1382885.447429448,1,958543.1489231002
Ariel de Ravenel,1,1382885.447429448,1382885.447429448,1,958543.1489231002
Richard Newbould,1,1382885.447429448,1382885.447429448,0,287562.94467693
Tallulah,1,1382885.447429448,1382885.447429448,0,287562.94467693
Bill Morrison,1,94928435.39669895,94928435.39669895,0,19739813.205056638
Micah Grant,1,94928435.39669895,94928435.39669895,0,19739813.205056638
Camille Cooper,2,136807685.19194895,68403842.59597448,0,22544790.620416995
Skeeter Vaughan,1,94928435.39669895,94928435.39669895,0,19739813.205056638
Tim Draxl,1,17045146.71412756,17045146.71412756,1,11814795.387128133
Gabriella Sengos,1,17045146.71412756,17045146.71412756,1,11814795.387128133
Yael Stone,2,17741767.889247607,8870883.944623804,2,9745662.112912348
Zac Lemons,1,17045146.71412756,17045146.71412756,0,3544438.61613844
Taylor John Smith,3,173052108.2775281,57684036.09250937,0,23990116.18850459
Emmy Raver-Lampman,1,17045146.71412756,17045146.71412756,0,3544438.61613844
Andrew Shaw,1,17045146.71412756,17045146.71412756,0,3544438.61613844
Helen Reddy,1,28575623.715607397,28575623.715607397,1,19807113.011215176
Jim Jackman,1,28575623.715607397,28575623.715607397,0,5942133.903364553
Lisa Kingston,1,28575623.715607397,28575623.715607397,0,5942133.903364553
Ralph Bellamy,1,28575623.715607397,28575623.715607397,0,5942133.903364553
Dana Kimmell,1,38526514.504939765,38526514.504939765,1,26704544.905900836
Alex Neuberger,1,98748110.17378534,98748110.17378534,1,68446974.15258215
Taylor Momsen,2,731157840.2177749,365578920.10888743,0,120488848.23289226
David Thomas,1,167431.50375,167431.50375,1,116054.6747612244
Kazuyuki Sogabe,1,167431.50375,167431.50375,1,116054.6747612244
Yoshito Yasuhara,1,167431.50375,167431.50375,0,34816.40242836732
Leo Morimoto,1,167431.50375,167431.50375,0,34816.40242836732
Steve Bulen,1,167431.50375,167431.50375,0,34816.40242836732
Mitsuki Yayoi,1,167431.50375,167431.50375,0,34816.40242836732
Chikao Ôtsuka,1,167431.50375,167431.50375,0,34816.40242836732
Michael Forest,2,28982523.14357699,14491261.571788495,0,4776083.412321237
Heidi Lenhart,1,167431.50375,167431.50375,0,34816.40242836732
Muzammil S. Qureshi,1,2104255.3597553116,2104255.3597553116,1,1458558.6697925476
Anaitha Nair,1,2104255.3597553116,2104255.3597553116,1,1458558.6697925476
Bugs Bhargava Krishna,1,2104255.3597553116,2104255.3597553116,0,437567.6009377643
Steve Braga,1,434909.1936766641,434909.1936766641,1,301456.08139657887
Michael Baden,1,434909.1936766641,434909.1936766641,1,301456.08139657887
Holly Ballard,1,434909.1936766641,434909.1936766641,1,301456.08139657887
Jennifer Bearden,1,434909.1936766641,434909.1936766641,0,90436.82441897366
Jason Baldwin,1,434909.1936766641,434909.1936766641,0,90436.82441897366
Damien Wayne Echols,1,434909.1936766641,434909.1936766641,0,90436.82441897366
Jamie Clark Ballard,1,434909.1936766641,434909.1936766641,0,90436.82441897366
Patrick Benca,1,434909.1936766641,434909.1936766641,0,90436.82441897366
Jessie Misskelley,1,434909.1936766641,434909.1936766641,0,90436.82441897366
Karen Bruewer,1,434909.1936766641,434909.1936766641,0,90436.82441897366
Nasser Faris,1,4202545.605978812,4202545.605978812,1,2912982.6379588004
Dimitri Leonidas,2,211847975.82183954,105923987.91091977,1,75640106.60938469
Kim Bodnia,1,4202545.605978812,4202545.605978812,1,2912982.6379588004
Golshifteh Farahani,5,1358797527.1520698,271759505.43041396,2,282418046.9804528
Kambiz Hosseini,1,4202545.605978812,4202545.605978812,0,873894.79138764
Amir El-Masry,2,130099884.16031715,65049942.08015858,0,21439399.7239233
Haluk Bilginer,2,7176351.318950405,3588175.6594752027,0,1182604.1620197769
George Cheung,1,282749782.5238221,282749782.5238221,1,195987214.560325
Fred Williamson,2,290183326.13722557,145091663.06861278,2,159399484.03047094
Casey Sander,1,1321786.8711894273,1321786.8711894273,1,916192.8430661032
Stafford Morgan,1,1321786.8711894273,1321786.8711894273,0,274857.85291983094
Don Bloomfield,1,1321786.8711894273,1321786.8711894273,0,274857.85291983094
Rob Delaney,1,158061987.70470163,158061987.70470163,1,109560221.13121468
Somi De Souza,1,158061987.70470163,158061987.70470163,0,32868066.339364402
Patsy Ferran,1,158061987.70470163,158061987.70470163,0,32868066.339364402
Jerry,1,158061987.70470163,158061987.70470163,0,32868066.339364402
Tom,1,158061987.70470163,158061987.70470163,0,32868066.339364402
Barbara Marten,1,23547692.96658179,23547692.96658179,1,16322016.988477422
Karen Egan,1,23547692.96658179,23547692.96658179,0,4896605.096543226
Denna Thomsen,1,23547692.96658179,23547692.96658179,0,4896605.096543226
Darlene Garr,1,23547692.96658179,23547692.96658179,0,4896605.096543226
Kim Adis,1,23547692.96658179,23547692.96658179,0,4896605.096543226
Niall Greig Fulton,1,23547692.96658179,23547692.96658179,0,4896605.096543226
Arlen Dean Snyder,4,320857661.16566586,80214415.29141647,1,61322557.51952616
Eileen Heckart,1,122281516.13789235,122281516.13789235,0,25427726.44367266
Vincent Irizarry,1,122281516.13789235,122281516.13789235,0,25427726.44367266
Jean-Bernard Josko,1,2581228.9519885955,2581228.9519885955,1,1789171.5704505974
Frédéric Quiring,1,2581228.9519885955,2581228.9519885955,0,536751.4711351792
Madeleine Marie,1,2581228.9519885955,2581228.9519885955,0,536751.4711351792
Carole Lemerle,1,2581228.9519885955,2581228.9519885955,0,536751.4711351792
Lucrèce La Chenardière,1,2581228.9519885955,2581228.9519885955,0,536751.4711351792
Brigitte Roüan,1,2581228.9519885955,2581228.9519885955,0,536751.4711351792
Emmanuel Morozof,1,2581228.9519885955,2581228.9519885955,0,536751.4711351792
Faye Gatteau,1,2581228.9519885955,2581228.9519885955,0,536751.4711351792
Zoey Vargas,1,133372614.83534825,133372614.83534825,1,92446851.93702917
Kerris Dorsey,1,133372614.83534825,133372614.83534825,1,92446851.93702917
Ed Oxenbould,1,133372614.83534825,133372614.83534825,1,92446851.93702917
Sidney Fullmer,1,133372614.83534825,133372614.83534825,0,27734055.58110875
Elise Vargas,1,133372614.83534825,133372614.83534825,0,27734055.58110875
Rachael Huntley,1,782676776.1704762,782676776.1704762,0,162753060.20769387
Stephanie March,1,782676776.1704762,782676776.1704762,0,162753060.20769387
Chris Weitz,1,782676776.1704762,782676776.1704762,0,162753060.20769387
Kate Stafford,1,4556985.214586615,4556985.214586615,1,3158661.453344069
Andrew Wright,1,4556985.214586615,4556985.214586615,1,3158661.453344069
Sabrina Artel,1,4556985.214586615,4556985.214586615,1,3158661.453344069
Toby Poser,1,4556985.214586615,4556985.214586615,0,947598.4360032206
Laurel Holloman,1,4556985.214586615,4556985.214586615,0,947598.4360032206
Katlin Tyler,1,4556985.214586615,4556985.214586615,0,947598.4360032206
Nelson Edwin Rodríguez,1,4556985.214586615,4556985.214586615,0,947598.4360032206
Federico Castelluccio,1,12537657.634940477,12537657.634940477,0,2607132.6121454593
Jared Everleth,1,12537657.634940477,12537657.634940477,0,2607132.6121454593
Antone Pagán,1,12537657.634940477,12537657.634940477,0,2607132.6121454593
Romi Dias,1,12537657.634940477,12537657.634940477,0,2607132.6121454593
Mélodie Berenfeld,1,94786964.78284228,94786964.78284228,1,65701317.39306195
Clara Brajtman,1,94786964.78284228,94786964.78284228,0,19710395.217918586
Lou Adler,1,7863019.821477784,7863019.821477784,1,5450230.019944291
Stephanie 'Stevvi' Alexander,1,7863019.821477784,7863019.821477784,1,5450230.019944291
Judith Hill,1,7863019.821477784,7863019.821477784,1,5450230.019944291
Merry Clayton,1,7863019.821477784,7863019.821477784,0,1635069.0059832872
Lisa Fischer,2,30844244.894231066,15422122.447115533,0,5082879.971323628
Todd Boyd,1,7863019.821477784,7863019.821477784,0,1635069.0059832872
Carole Childs,1,7863019.821477784,7863019.821477784,0,1635069.0059832872
Patti Austin,1,7863019.821477784,7863019.821477784,0,1635069.0059832872
Chris Botti,1,7863019.821477784,7863019.821477784,0,1635069.0059832872
Sebastian Saraceno,1,250053995.95659298,250053995.95659298,0,51997266.68551811
Mark Povinelli,2,295930818.29985976,147965409.14992988,0,48766985.03697532
Jordan Prentice,1,250053995.95659298,250053995.95659298,0,51997266.68551811
Joe Gnoffo,1,250053995.95659298,250053995.95659298,0,51997266.68551811
Martin Klebba,2,286368405.72250944,143184202.86125472,1,102247551.12423925
John Beck,2,147126048.73035315,73563024.36517657,1,52531207.66346345
Jani Zhao,1,452340507.78371656,452340507.78371656,0,94061564.28700112
Robert Easton,1,1708689.6378624537,1708689.6378624537,1,1184373.4049363537
Alan Hale Jr.,1,1708689.6378624537,1708689.6378624537,1,1184373.4049363537
Kevin Brodie,1,1708689.6378624537,1708689.6378624537,1,1184373.4049363537
Diane Lee Hart,1,1708689.6378624537,1708689.6378624537,0,355312.0214809061
Barbara Hale,1,1708689.6378624537,1708689.6378624537,0,355312.0214809061
Tain Bodkin,1,1708689.6378624537,1708689.6378624537,0,355312.0214809061
Paul Bentzen,1,1708689.6378624537,1708689.6378624537,0,355312.0214809061
Steve Brodie,1,1708689.6378624537,1708689.6378624537,0,355312.0214809061
Leslie Parrish,1,1708689.6378624537,1708689.6378624537,0,355312.0214809061
Bill Williams,1,1708689.6378624537,1708689.6378624537,0,355312.0214809061
Anne Brochet,2,21088873.640698224,10544436.820349112,2,11584247.867920024
Guillaume Depardieu,1,7115574.335044053,7115574.335044053,1,4932140.288400493
Yves Gasc,1,7115574.335044053,7115574.335044053,0,1479642.0865201477
Yves Lambrecht,2,7245474.671544409,3622737.3357722047,1,2586989.4412024724
Jean-Marie Poirier,1,7115574.335044053,7115574.335044053,0,1479642.0865201477
Carole Richert,1,7115574.335044053,7115574.335044053,0,1479642.0865201477
Lydia Wilson,1,117285793.25528747,117285793.25528747,0,24388895.07439175
Joshua McGuire,1,117285793.25528747,117285793.25528747,0,24388895.07439175
Richard Cordery,1,117285793.25528747,117285793.25528747,0,24388895.07439175
Will Merrick,1,117285793.25528747,117285793.25528747,0,24388895.07439175
Rinko Kikuchi,2,9038174.820533583,4519087.4102667915,0,1489417.4887453322
Ellie Kemper,3,694814127.9753752,231604709.32512507,3,321072302.5462322
Danny Pudi,1,252342972.26335675,252342972.26335675,0,52473245.927538656
Paige Butcher,1,452340796.16566306,452340796.16566306,1,313538747.5144703
Tanya Sweet,1,452340796.16566306,452340796.16566306,1,313538747.5144703
Paul Michael Glaser,1,452340796.16566306,452340796.16566306,0,94061624.25434108
Lynn Chen,1,2053372.6569719429,2053372.6569719429,1,1423289.467818986
Ato Essandoh,2,9567481.422280135,4783740.711140067,1,3416059.61518926
Guang Lan Koh,1,2053372.6569719429,2053372.6569719429,0,426986.8403456958
David Shih,1,2053372.6569719429,2053372.6569719429,0,426986.8403456958
Brian Yang,1,2053372.6569719429,2053372.6569719429,0,426986.8403456958
Jin Wang,1,2053372.6569719429,2053372.6569719429,0,426986.8403456958
Nathanel Geng,1,2053372.6569719429,2053372.6569719429,0,426986.8403456958
Michelle Krusiec,2,321675954.1733373,160837977.08666864,0,53009573.43358021
Primo,1,2119777.9088336523,2119777.9088336523,1,1469318.0809213028
Gavin Buhr,1,2119777.9088336523,2119777.9088336523,0,440795.4242763908
Julia Montgomery Brown,1,2119777.9088336523,2119777.9088336523,0,440795.4242763908
Johanna Marlowe,1,2119777.9088336523,2119777.9088336523,0,440795.4242763908
Lloyd Clay Brown,1,75325082.70194098,75325082.70194098,1,52211368.7002951
John Costelloe,3,149035571.7687325,49678523.92291083,1,36730164.04431513
Susan Blommaert,2,220710164.307441,110355082.1537205,0,36371234.81131685
Alice Drummond,1,75325082.70194098,75325082.70194098,0,15663410.610088529
Marcos Luna,1,6172903.729082108,6172903.729082108,1,4278730.815681235
Hiroshi Ishiguro,1,6172903.729082108,6172903.729082108,1,4278730.815681235
Crisanto Neire,1,6172903.729082108,6172903.729082108,1,4278730.815681235
Kikumaru,1,6172903.729082108,6172903.729082108,0,1283619.2447043704
Ni Made Megahadi Pratiwi,1,6172903.729082108,6172903.729082108,0,1283619.2447043704
Olivier De Sagazan,1,6172903.729082108,6172903.729082108,0,1283619.2447043704
Puti Sri Candra Dewi,1,6172903.729082108,6172903.729082108,0,1283619.2447043704
Ladyboys of Cascade Bar,1,6172903.729082108,6172903.729082108,0,1283619.2447043704
Putu Dinda Pratika,1,6172903.729082108,6172903.729082108,0,1283619.2447043704
Balinese Tari Legong Dancers,1,6172903.729082108,6172903.729082108,0,1283619.2447043704
Henry Harris,1,3853073.512409123,3853073.512409123,0,801224.1124849766
Eva Rodriguez,1,3853073.512409123,3853073.512409123,0,801224.1124849766
Tony Genaro,3,347824522.1255306,115941507.37517686,0,48218717.368184365
James Roach,1,3853073.512409123,3853073.512409123,0,801224.1124849766
Erick Vigil,1,3853073.512409123,3853073.512409123,0,801224.1124849766
Bruce Kirby,3,167073064.3564435,55691021.452147834,0,23161244.70123582
Philip Bolden,2,158914884.9200741,79457442.46003705,1,56740399.76327836
Kelly Ripa,1,70579214.08226988,70579214.08226988,0,14676534.974178644
